,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2006 15:49:23
,     Stop Time: ~1/4/2006 16:49:23


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq1_H, Dq1_S, Dq2_H, Dq2_S, Dq3_H, Dq3_S, Dq4_S, Dq4_H, Dq5_S, Dq5_H, Dq6_S, Dq6_H,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/4/2006 15:49:23
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 15:49:53
Interval Count,0.00,51.00,0.00,0.00,1.00,0.00,4.00,16.00,0.00,4.00,0.00,0.00,
Total Counts,0.00,51.00,0.00,0.00,1.00,0.00,4.00,16.00,0.00,4.00,0.00,0.00,

 15:50:23
Interval Count,0.00,22.00,0.00,7.00,0.00,6.00,1.00,0.00,1.00,0.00,0.00,0.00,
Total Counts,0.00,73.00,0.00,7.00,1.00,6.00,5.00,16.00,1.00,4.00,0.00,0.00,

 15:50:53
Interval Count,1.00,8.00,0.00,55.00,1.00,0.00,103.00,0.00,52.00,0.00,1.00,0.00,
Total Counts,1.00,81.00,0.00,62.00,2.00,6.00,108.00,16.00,53.00,4.00,1.00,0.00,

 15:51:23
Interval Count,0.00,48.00,2.00,26.00,6.00,0.00,105.00,0.00,0.00,2.00,0.00,0.00,
Total Counts,1.00,129.00,2.00,88.00,8.00,6.00,213.00,16.00,53.00,6.00,1.00,0.00,

 15:51:53
Interval Count,0.00,14.00,0.00,80.00,0.00,0.00,5.00,8.00,13.00,0.00,0.00,2.00,
Total Counts,1.00,143.00,2.00,168.00,8.00,6.00,218.00,24.00,66.00,6.00,1.00,2.00,

 15:52:23
Interval Count,0.00,36.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,
Total Counts,1.00,179.00,2.00,168.00,11.00,6.00,219.00,24.00,66.00,6.00,4.00,2.00,

 15:52:53
Interval Count,4.00,55.00,0.00,0.00,0.00,1.00,0.00,1.00,4.00,2.00,0.00,0.00,
Total Counts,5.00,234.00,2.00,168.00,11.00,7.00,219.00,25.00,70.00,8.00,4.00,2.00,

 15:53:23
Interval Count,13.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,6.00,
Total Counts,18.00,234.00,2.00,168.00,12.00,7.00,221.00,25.00,70.00,8.00,4.00,8.00,

 15:53:53
Interval Count,1.00,87.00,0.00,69.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,
Total Counts,19.00,321.00,2.00,237.00,12.00,7.00,221.00,25.00,71.00,8.00,4.00,8.00,

 15:54:23
Interval Count,0.00,0.00,2.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,19.00,321.00,4.00,330.00,12.00,7.00,221.00,25.00,71.00,8.00,4.00,8.00,

 15:54:53
Interval Count,0.00,0.00,0.00,48.00,0.00,0.00,8.00,0.00,15.00,0.00,0.00,0.00,
Total Counts,19.00,321.00,4.00,378.00,12.00,7.00,229.00,25.00,86.00,8.00,4.00,8.00,

 15:55:23
Interval Count,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,15.00,3.00,0.00,0.00,
Total Counts,19.00,321.00,4.00,465.00,12.00,7.00,229.00,25.00,101.00,11.00,4.00,8.00,

 15:55:53
Interval Count,0.00,139.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,
Total Counts,19.00,460.00,4.00,465.00,12.00,7.00,230.00,25.00,102.00,11.00,4.00,9.00,

 15:56:23
Interval Count,0.00,89.00,0.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,19.00,549.00,4.00,582.00,12.00,7.00,230.00,25.00,102.00,11.00,4.00,9.00,

 15:56:53
Interval Count,1.00,59.00,0.00,0.00,0.00,0.00,0.00,1.00,88.00,0.00,0.00,0.00,
Total Counts,20.00,608.00,4.00,582.00,12.00,7.00,230.00,26.00,190.00,11.00,4.00,9.00,

 15:57:23
Interval Count,0.00,3.00,0.00,168.00,16.00,11.00,119.00,0.00,117.00,0.00,2.00,0.00,
Total Counts,20.00,611.00,4.00,750.00,28.00,18.00,349.00,26.00,307.00,11.00,6.00,9.00,

 15:57:53
Interval Count,0.00,29.00,0.00,123.00,90.00,0.00,0.00,0.00,119.00,0.00,0.00,3.00,
Total Counts,20.00,640.00,4.00,873.00,118.00,18.00,349.00,26.00,426.00,11.00,6.00,12.00,

 15:58:23
Interval Count,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,
Total Counts,20.00,710.00,4.00,873.00,118.00,18.00,349.00,26.00,446.00,11.00,6.00,12.00,

 15:58:53
Interval Count,0.00,0.00,0.00,145.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,20.00,710.00,4.00,1018.00,119.00,18.00,349.00,26.00,446.00,11.00,6.00,12.00,

 15:59:23
Interval Count,0.00,62.00,0.00,36.00,0.00,0.00,0.00,0.00,19.00,4.00,0.00,15.00,
Total Counts,20.00,772.00,4.00,1054.00,119.00,18.00,349.00,26.00,465.00,15.00,6.00,27.00,

 15:59:53
Interval Count,0.00,0.00,0.00,137.00,0.00,0.00,0.00,0.00,95.00,1.00,0.00,1.00,
Total Counts,20.00,772.00,4.00,1191.00,119.00,18.00,349.00,26.00,560.00,16.00,6.00,28.00,

 16:00:23
Interval Count,0.00,0.00,0.00,74.00,56.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,
Total Counts,20.00,772.00,4.00,1265.00,175.00,18.00,349.00,26.00,636.00,16.00,6.00,28.00,

 16:00:53
Interval Count,0.00,0.00,0.00,115.00,0.00,0.00,0.00,0.00,123.00,0.00,0.00,0.00,
Total Counts,20.00,772.00,4.00,1380.00,175.00,18.00,349.00,26.00,759.00,16.00,6.00,28.00,

 16:01:23
Interval Count,0.00,86.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,
Total Counts,20.00,858.00,4.00,1387.00,175.00,18.00,349.00,26.00,759.00,16.00,31.00,28.00,

 16:01:53
Interval Count,2.00,61.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,
Total Counts,22.00,919.00,4.00,1454.00,175.00,18.00,349.00,26.00,759.00,16.00,38.00,28.00,

