,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/17/2017 10:32:25
,     Stop Time: ~10/17/2017 11:32:25


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Ri5_S, Ri5_H, Ri6_S, Ri6_H, Vi5_S, Vi5_H, Vi6_S, Vi6_H, Di3_S, Di3_H, Di4_S, Di4_H,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 10/17/2017 10:32:25
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 10:32:55
Interval Count,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,
Total Counts,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,

 10:33:26
Interval Count,0.00,0.00,0.00,0.00,1.00,1.00,5.00,0.00,0.00,0.00,0.00,1.00,
Total Counts,2.00,0.00,0.00,0.00,1.00,1.00,5.00,0.00,0.00,0.00,3.00,1.00,

 10:33:55
Interval Count,12.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,
Total Counts,14.00,1.00,0.00,0.00,2.00,1.00,5.00,0.00,0.00,0.00,3.00,15.00,

 10:34:25
Interval Count,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8.00,0.00,1.00,0.00,
Total Counts,14.00,1.00,0.00,0.00,2.00,2.00,5.00,0.00,8.00,0.00,4.00,15.00,

 10:34:55
Interval Count,12.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,
Total Counts,26.00,1.00,0.00,3.00,2.00,2.00,5.00,0.00,8.00,0.00,5.00,17.00,

 10:35:26
Interval Count,9.00,0.00,0.00,0.00,27.00,0.00,42.00,0.00,3.00,0.00,0.00,1.00,
Total Counts,35.00,1.00,0.00,3.00,29.00,2.00,47.00,0.00,11.00,0.00,5.00,18.00,

 10:35:56
Interval Count,3.00,4.00,1.00,0.00,1.00,0.00,2.00,0.00,4.00,0.00,0.00,1.00,
Total Counts,38.00,5.00,1.00,3.00,30.00,2.00,49.00,0.00,15.00,0.00,5.00,19.00,

 10:36:25
Interval Count,0.00,0.00,1.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,38.00,5.00,2.00,4.00,30.00,7.00,49.00,0.00,15.00,0.00,5.00,19.00,

 10:36:55
Interval Count,2.00,1.00,1.00,0.00,0.00,0.00,38.00,0.00,2.00,0.00,0.00,0.00,
Total Counts,40.00,6.00,3.00,4.00,30.00,7.00,87.00,0.00,17.00,0.00,5.00,19.00,

 10:37:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,27.00,84.00,0.00,
Total Counts,40.00,6.00,3.00,4.00,30.00,7.00,87.00,0.00,18.00,27.00,89.00,19.00,

 10:37:56
Interval Count,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,146.00,0.00,
Total Counts,54.00,6.00,3.00,4.00,30.00,7.00,87.00,0.00,18.00,28.00,235.00,19.00,

 10:38:26
Interval Count,21.00,0.00,0.00,1.00,0.00,0.00,57.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,75.00,6.00,3.00,5.00,30.00,7.00,144.00,0.00,18.00,29.00,235.00,19.00,

 10:38:56
Interval Count,13.00,0.00,0.00,0.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,88.00,6.00,3.00,5.00,30.00,7.00,233.00,0.00,18.00,29.00,235.00,19.00,

 10:39:26
Interval Count,21.00,0.00,0.00,0.00,0.00,0.00,37.00,19.00,91.00,0.00,52.00,1.00,
Total Counts,109.00,6.00,3.00,5.00,30.00,7.00,270.00,19.00,109.00,29.00,287.00,20.00,

 10:39:56
Interval Count,17.00,1.00,0.00,0.00,0.00,1.00,17.00,0.00,168.00,0.00,118.00,0.00,
Total Counts,126.00,7.00,3.00,5.00,30.00,8.00,287.00,19.00,277.00,29.00,405.00,20.00,

 10:40:26
Interval Count,1.00,2.00,76.00,1.00,0.00,0.00,86.00,0.00,166.00,0.00,0.00,1.00,
Total Counts,127.00,9.00,79.00,6.00,30.00,8.00,373.00,19.00,443.00,29.00,405.00,21.00,

 10:40:56
Interval Count,1.00,0.00,125.00,0.00,0.00,0.00,36.00,0.00,239.00,0.00,0.00,1.00,
Total Counts,128.00,9.00,204.00,6.00,30.00,8.00,409.00,19.00,682.00,29.00,405.00,22.00,

 10:41:26
Interval Count,0.00,0.00,109.00,0.00,0.00,0.00,0.00,0.00,232.00,0.00,4.00,0.00,
Total Counts,128.00,9.00,313.00,6.00,30.00,8.00,409.00,19.00,914.00,29.00,409.00,22.00,

 10:41:56
Interval Count,5.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,24.00,0.00,0.00,0.00,
Total Counts,133.00,9.00,313.00,6.00,30.00,8.00,436.00,19.00,938.00,29.00,409.00,22.00,

 10:42:26
Interval Count,24.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,28.00,0.00,0.00,0.00,
Total Counts,157.00,9.00,313.00,6.00,30.00,8.00,447.00,19.00,966.00,29.00,409.00,22.00,

 10:42:56
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,86.00,0.00,4.00,1.00,0.00,3.00,
Total Counts,157.00,9.00,313.00,7.00,30.00,8.00,533.00,19.00,970.00,30.00,409.00,25.00,

 10:43:26
Interval Count,15.00,0.00,9.00,0.00,0.00,0.00,4.00,0.00,1.00,1.00,0.00,0.00,
Total Counts,172.00,9.00,322.00,7.00,30.00,8.00,537.00,19.00,971.00,31.00,409.00,25.00,

 10:43:56
Interval Count,1.00,4.00,32.00,6.00,0.00,0.00,0.00,0.00,56.00,0.00,1.00,0.00,
Total Counts,173.00,13.00,354.00,13.00,30.00,8.00,537.00,19.00,1027.00,31.00,410.00,25.00,

 10:44:26
Interval Count,19.00,10.00,0.00,0.00,0.00,0.00,68.00,0.00,12.00,0.00,0.00,0.00,
Total Counts,192.00,23.00,354.00,13.00,30.00,8.00,605.00,19.00,1039.00,31.00,410.00,25.00,

 10:44:56
Interval Count,21.00,27.00,0.00,0.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,213.00,50.00,354.00,13.00,30.00,8.00,697.00,19.00,1039.00,31.00,410.00,27.00,

 10:45:26
Interval Count,39.00,2.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,252.00,52.00,354.00,13.00,54.00,8.00,697.00,19.00,1039.00,31.00,410.00,29.00,

 10:45:56
Interval Count,29.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,
Total Counts,281.00,52.00,354.00,13.00,76.00,8.00,697.00,19.00,1039.00,31.00,410.00,43.00,

 10:46:26
Interval Count,0.00,0.00,9.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,
Total Counts,281.00,52.00,363.00,14.00,77.00,9.00,697.00,19.00,1039.00,32.00,410.00,44.00,

 10:46:56
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,281.00,52.00,363.00,14.00,77.00,9.00,697.00,19.00,1039.00,32.00,410.00,44.00,

 10:47:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,281.00,52.00,363.00,14.00,77.00,9.00,697.00,19.00,1039.00,32.00,410.00,44.00,

 10:47:56
Interval Count,0.00,0.00,0.00,0.00,9.00,23.00,25.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,281.00,52.00,363.00,14.00,86.00,32.00,722.00,19.00,1039.00,32.00,410.00,44.00,

 10:48:26
Interval Count,32.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,12.00,0.00,0.00,0.00,
Total Counts,313.00,52.00,363.00,14.00,86.00,32.00,730.00,19.00,1051.00,32.00,410.00,44.00,

 10:48:56
Interval Count,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,
Total Counts,333.00,52.00,363.00,14.00,86.00,32.00,730.00,19.00,1094.00,32.00,410.00,44.00,

 10:49:26
Interval Count,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,348.00,52.00,363.00,14.00,86.00,32.00,730.00,19.00,1094.00,32.00,410.00,44.00,

 10:49:56
Interval Count,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,348.00,53.00,363.00,14.00,86.00,32.00,730.00,19.00,1094.00,32.00,410.00,44.00,

 10:50:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,68.00,
Total Counts,348.00,53.00,363.00,14.00,86.00,32.00,730.00,19.00,1109.00,32.00,410.00,112.00,

 10:50:56
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,348.00,53.00,363.00,14.00,86.00,32.00,730.00,19.00,1109.00,32.00,410.00,112.00,

 10:51:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,348.00,53.00,363.00,14.00,86.00,32.00,730.00,19.00,1109.00,32.00,410.00,112.00,

 10:51:56
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,
Total Counts,348.00,53.00,363.00,14.00,86.00,32.00,730.00,19.00,1127.00,32.00,410.00,112.00,

 10:52:26
Interval Count,0.00,0.00,24.00,7.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,348.00,53.00,387.00,21.00,86.00,32.00,788.00,19.00,1127.00,32.00,410.00,112.00,

 10:52:56
