,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W2
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/1/2006 18:48:46
,     Stop Time: ~1/1/2006 19:48:46


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq7_H, Dq7_S, Dq8_H, Dq8_S, Dq9_H, Dq9_S, Dq10_S, Dq10_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/1/2006 18:48:46
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 18:49:16
Interval Count,1.00,3.00,0.00,0.00,8.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,3.00,0.00,0.00,8.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,

 18:49:46
Interval Count,0.00,0.00,2.00,1.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,3.00,2.00,1.00,8.00,7.00,3.00,1.00,0.00,0.00,0.00,0.00,

 18:50:16
Interval Count,0.00,0.00,8.00,17.00,13.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,3.00,10.00,18.00,21.00,7.00,4.00,1.00,0.00,0.00,0.00,0.00,

 18:50:46
Interval Count,0.00,0.00,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,3.00,11.00,20.00,21.00,9.00,4.00,2.00,0.00,0.00,0.00,0.00,

 18:51:16
Interval Count,0.00,0.00,1.00,0.00,0.00,1.00,0.00,35.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,3.00,12.00,20.00,21.00,10.00,4.00,37.00,0.00,0.00,0.00,0.00,

 18:51:46
Interval Count,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,4.00,13.00,22.00,21.00,10.00,4.00,37.00,0.00,0.00,0.00,0.00,

 18:52:16
Interval Count,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,4.00,14.00,23.00,21.00,10.00,6.00,37.00,0.00,0.00,0.00,0.00,

 18:52:46
Interval Count,0.00,0.00,17.00,0.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,4.00,31.00,23.00,25.00,10.00,8.00,37.00,0.00,0.00,0.00,0.00,

 18:53:16
Interval Count,0.00,104.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,108.00,37.00,23.00,25.00,10.00,8.00,42.00,0.00,0.00,0.00,0.00,

 18:53:46
Interval Count,0.00,163.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,271.00,37.00,23.00,25.00,10.00,8.00,42.00,0.00,0.00,0.00,0.00,

 18:54:16
Interval Count,25.00,240.00,0.00,0.00,0.00,0.00,15.00,3.00,0.00,0.00,0.00,0.00,
Total Counts,26.00,511.00,37.00,23.00,25.00,10.00,23.00,45.00,0.00,0.00,0.00,0.00,

 18:54:46
Interval Count,1.00,191.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,27.00,702.00,37.00,23.00,25.00,10.00,155.00,45.00,0.00,0.00,0.00,0.00,

 18:55:16
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,27.00,702.00,37.00,23.00,25.00,10.00,155.00,45.00,0.00,0.00,0.00,0.00,

 18:55:46
Interval Count,0.00,5.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,
