,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W2
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/8/2006 19:54:26
,     Stop Time: ~1/8/2006 20:54:26


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq7_H, Dq7_S, Dq8_H, Dq8_S, Dq9_H, Dq9_S, Dq10_S, Dq10_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


Total Counts,37.00,2020.00,14.00,4478.00,32.00,1523.00,3698.00,33.00,0.00,0.00,0.00,0.00,

 20:28:27
Interval Count,2.00,0.00,0.00,8.00,0.00,0.00,136.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2020.00,14.00,4486.00,32.00,1523.00,3834.00,33.00,0.00,0.00,0.00,0.00,

 20:28:57
Interval Count,0.00,0.00,0.00,234.00,0.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2020.00,14.00,4720.00,32.00,1523.00,3896.00,33.00,0.00,0.00,0.00,0.00,

 20:29:27
Interval Count,0.00,0.00,0.00,86.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2020.00,14.00,4806.00,32.00,1523.00,3962.00,33.00,0.00,0.00,0.00,0.00,

 20:29:57
Interval Count,0.00,89.00,0.00,94.00,0.00,0.00,86.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2109.00,14.00,4900.00,32.00,1523.00,4048.00,33.00,0.00,0.00,0.00,0.00,

 20:30:27
Interval Count,0.00,161.00,0.00,0.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4136.00,33.00,0.00,0.00,0.00,0.00,

 20:30:57
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4136.00,33.00,0.00,0.00,0.00,0.00,

 20:31:27
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4136.00,33.00,0.00,0.00,0.00,0.00,

 20:31:57
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4136.00,33.00,0.00,0.00,0.00,0.00,

 20:32:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4136.00,33.00,0.00,0.00,0.00,0.00,

 20:32:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4154.00,33.00,0.00,0.00,0.00,0.00,

 20:33:27
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,115.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4269.00,33.00,0.00,0.00,0.00,0.00,

