,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/3/2018 11:04:22
,     Stop Time: ~1/3/2018 12:04:22


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di11_S, Di11_H, Di12_S, Di12_H, Vi13_S, Vi13_H, Vi14_H, Vi14_S, Ri11_H, Ri11_S, Ri12_H, Ri12_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/3/2018 11:04:23
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,

 11:04:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,4.00,1.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,1.00,0.00,

 11:05:23
Interval Count,0.00,3.00,2.00,0.00,0.00,0.00,2.00,20.00,2.00,104.00,6.00,27.00,
Total Counts,0.00,3.00,2.00,0.00,0.00,0.00,2.00,26.00,2.00,110.00,7.00,27.00,

 11:05:53
Interval Count,68.00,0.00,0.00,4.00,0.00,0.00,0.00,14.00,0.00,129.00,1.00,16.00,
Total Counts,68.00,3.00,2.00,4.00,0.00,0.00,2.00,40.00,2.00,239.00,8.00,43.00,

 11:06:23
Interval Count,1.00,0.00,2.00,44.00,0.00,0.00,0.00,19.00,11.00,134.00,1.00,25.00,
Total Counts,69.00,3.00,4.00,48.00,0.00,0.00,2.00,59.00,13.00,373.00,9.00,68.00,

 11:06:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,88.00,0.00,26.00,
Total Counts,69.00,3.00,4.00,48.00,0.00,0.00,2.00,119.00,13.00,461.00,9.00,94.00,

 11:07:23
Interval Count,7.00,0.00,99.00,0.00,0.00,0.00,0.00,139.00,0.00,151.00,13.00,0.00,
Total Counts,76.00,3.00,103.00,48.00,0.00,0.00,2.00,258.00,13.00,612.00,22.00,94.00,

 11:07:53
Interval Count,0.00,0.00,84.00,7.00,0.00,0.00,12.00,7.00,1.00,0.00,0.00,44.00,
Total Counts,76.00,3.00,187.00,55.00,0.00,0.00,14.00,265.00,14.00,612.00,22.00,138.00,

 11:08:23
Interval Count,0.00,0.00,104.00,0.00,0.00,0.00,0.00,136.00,0.00,68.00,1.00,0.00,
Total Counts,76.00,3.00,291.00,55.00,0.00,0.00,14.00,401.00,14.00,680.00,23.00,138.00,

 11:08:53
Interval Count,0.00,0.00,2.00,7.00,0.00,0.00,0.00,154.00,0.00,223.00,4.00,71.00,
Total Counts,76.00,3.00,293.00,62.00,0.00,0.00,14.00,555.00,14.00,903.00,27.00,209.00,

 11:09:23
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,15.00,175.00,9.00,9.00,7.00,67.00,
Total Counts,76.00,3.00,293.00,62.00,0.00,0.00,29.00,730.00,23.00,912.00,34.00,276.00,

 11:09:53
Interval Count,6.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,15.00,0.00,1.00,3.00,
Total Counts,82.00,3.00,293.00,62.00,0.00,0.00,29.00,810.00,38.00,912.00,35.00,279.00,

 11:10:23
Interval Count,0.00,6.00,8.00,1.00,0.00,0.00,0.00,110.00,0.00,0.00,0.00,94.00,
Total Counts,82.00,9.00,301.00,63.00,0.00,0.00,29.00,920.00,38.00,912.00,35.00,373.00,

 11:10:53
Interval Count,0.00,0.00,158.00,0.00,0.00,0.00,0.00,106.00,4.00,11.00,0.00,1.00,
Total Counts,82.00,9.00,459.00,63.00,0.00,0.00,29.00,1026.00,42.00,923.00,35.00,374.00,

 11:11:23
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,42.00,0.00,166.00,0.00,57.00,
Total Counts,82.00,9.00,460.00,63.00,0.00,0.00,29.00,1068.00,42.00,1089.00,35.00,431.00,

 11:11:53
Interval Count,10.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,24.00,39.00,68.00,
Total Counts,92.00,9.00,460.00,63.00,0.00,0.00,34.00,1068.00,42.00,1113.00,74.00,499.00,

 11:12:23
Interval Count,0.00,0.00,66.00,0.00,0.00,0.00,0.00,102.00,2.00,2.00,0.00,2.00,
Total Counts,92.00,9.00,526.00,63.00,0.00,0.00,34.00,1170.00,44.00,1115.00,74.00,501.00,

 11:12:53
Interval Count,0.00,0.00,149.00,0.00,0.00,0.00,0.00,86.00,0.00,217.00,0.00,0.00,
Total Counts,92.00,9.00,675.00,63.00,0.00,0.00,34.00,1256.00,44.00,1332.00,74.00,501.00,

 11:13:23
