,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W4
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/29/2017 14:42:58
,     Stop Time: ~10/29/2017 15:42:58


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, , , , , Vi11_S, Vi11_H, Vi12_S, Vi12_H, Di9_S, Di9_H, Di10_S, Di10_H,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,0.00,0.00,0.00,0.00,1523.00,29.00,2413.00,95.00,3104.00,27.00,3228.00,15.00,

 15:07:30
Interval Count,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,133.00,0.00,69.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1544.00,29.00,2413.00,95.00,3237.00,27.00,3297.00,15.00,

 15:07:59
Interval Count,0.00,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,107.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1631.00,29.00,2413.00,95.00,3237.00,27.00,3404.00,15.00,

 15:08:29
Interval Count,0.00,0.00,0.00,0.00,17.00,0.00,0.00,1.00,80.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1648.00,29.00,2413.00,96.00,3317.00,27.00,3404.00,15.00,

 15:09:00
Interval Count,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,4.00,75.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2413.00,96.00,3317.00,31.00,3479.00,15.00,

 15:09:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2413.00,96.00,3408.00,31.00,3479.00,15.00,

 15:10:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,145.00,0.00,95.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2558.00,96.00,3503.00,31.00,3479.00,15.00,

 15:10:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,216.00,0.00,61.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2774.00,96.00,3564.00,31.00,3479.00,15.00,

 15:11:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,145.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2919.00,96.00,3564.00,31.00,3479.00,15.00,

 15:11:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2919.00,96.00,3564.00,31.00,3479.00,15.00,

 15:12:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2919.00,96.00,3642.00,31.00,3479.00,15.00,

 15:12:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2981.00,96.00,3642.00,31.00,3479.00,15.00,

 15:13:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2981.00,96.00,3642.00,38.00,3479.00,15.00,

 15:13:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,1.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1675.00,29.00,2981.00,96.00,3737.00,39.00,3479.00,15.00,

 15:14:00
Interval Count,0.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1684.00,30.00,2981.00,96.00,3737.00,39.00,3479.00,15.00,

 15:14:30
Interval Count,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,30.00,2981.00,96.00,3737.00,39.00,3479.00,15.00,

 15:15:00
Interval Count,0.00,0.00,0.00,0.00,0.00,12.00,18.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3737.00,39.00,3479.00,15.00,

 15:15:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,1.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3772.00,40.00,3479.00,15.00,

 15:16:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3872.00,40.00,3479.00,15.00,

 15:16:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3872.00,40.00,3587.00,15.00,

 15:17:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3872.00,40.00,3587.00,15.00,

 15:17:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3935.00,40.00,3587.00,15.00,

 15:18:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1760.00,42.00,2999.00,96.00,3953.00,40.00,3587.00,15.00,

 15:18:30
Interval Count,0.00,0.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1879.00,42.00,2999.00,96.00,3953.00,40.00,3587.00,15.00,

 15:19:00
Interval Count,0.00,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1966.00,42.00,2999.00,96.00,3953.00,40.00,3587.00,15.00,

 15:19:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,1966.00,42.00,2999.00,96.00,3953.00,40.00,3587.00,15.00,

 15:20:00
Interval Count,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,84.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2005.00,42.00,2999.00,96.00,4037.00,40.00,3587.00,15.00,

 15:20:30
Interval Count,0.00,0.00,0.00,0.00,39.00,0.00,6.00,0.00,139.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2044.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:21:00
Interval Count,0.00,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2123.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:21:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2123.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:22:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2123.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:22:30
