,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/1/2018 15:10:47
,     Stop Time: ~1/1/2018 16:10:47


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di15_S, Di15_H, Di16_S, Di16_H, Vi17_S, Vi17_H, Vi18_H, Vi18_S, Ri15_H, Ri15_S, Ri16_H, Ri16_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/1/2018 15:10:48
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 15:11:18
Interval Count,2.00,1.00,2.00,3.00,5.00,3.00,8.00,3.00,1.00,1.00,1.00,0.00,
Total Counts,2.00,1.00,2.00,3.00,5.00,3.00,8.00,3.00,1.00,1.00,1.00,0.00,

 15:11:48
Interval Count,0.00,2.00,13.00,0.00,1.00,0.00,0.00,6.00,1.00,0.00,4.00,2.00,
Total Counts,2.00,3.00,15.00,3.00,6.00,3.00,8.00,9.00,2.00,1.00,5.00,2.00,

 15:12:18
Interval Count,0.00,9.00,10.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,2.00,12.00,25.00,3.00,6.00,4.00,8.00,9.00,2.00,1.00,5.00,4.00,

 15:12:48
Interval Count,1.00,0.00,1.00,0.00,7.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Counts,3.00,12.00,26.00,3.00,13.00,24.00,8.00,9.00,2.00,1.00,5.00,5.00,

 15:13:18
Interval Count,1.00,3.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,
Total Counts,4.00,15.00,33.00,3.00,13.00,24.00,8.00,10.00,2.00,3.00,5.00,5.00,

 15:13:48
Interval Count,0.00,0.00,0.00,24.00,1.00,0.00,2.00,0.00,2.00,0.00,0.00,3.00,
Total Counts,4.00,15.00,33.00,27.00,14.00,24.00,10.00,10.00,4.00,3.00,5.00,8.00,

 15:14:18
Interval Count,1.00,1.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,5.00,16.00,34.00,28.00,14.00,26.00,11.00,10.00,4.00,3.00,5.00,10.00,

 15:14:48
Interval Count,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,6.00,16.00,34.00,28.00,16.00,27.00,11.00,10.00,4.00,3.00,5.00,10.00,

 15:15:18
Interval Count,1.00,27.00,67.00,9.00,0.00,0.00,0.00,0.00,11.00,0.00,1.00,0.00,
Total Counts,7.00,43.00,101.00,37.00,16.00,27.00,11.00,10.00,15.00,3.00,6.00,10.00,

 15:15:48
Interval Count,0.00,0.00,183.00,0.00,5.00,0.00,1.00,0.00,143.00,0.00,1.00,66.00,
Total Counts,7.00,43.00,284.00,37.00,21.00,27.00,12.00,10.00,158.00,3.00,7.00,76.00,

 15:16:18
Interval Count,0.00,0.00,30.00,0.00,177.00,0.00,0.00,4.00,0.00,0.00,0.00,55.00,
Total Counts,7.00,43.00,314.00,37.00,198.00,27.00,12.00,14.00,158.00,3.00,7.00,131.00,

 15:16:48
Interval Count,5.00,8.00,1.00,0.00,64.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,12.00,51.00,315.00,37.00,262.00,50.00,12.00,14.00,158.00,3.00,7.00,131.00,

 15:17:18
Interval Count,2.00,0.00,0.00,61.00,3.00,0.00,0.00,2.00,0.00,0.00,9.00,1.00,
Total Counts,14.00,51.00,315.00,98.00,265.00,50.00,12.00,16.00,158.00,3.00,16.00,132.00,

 15:17:48
Interval Count,0.00,0.00,0.00,0.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,14.00,51.00,315.00,98.00,375.00,50.00,12.00,16.00,158.00,3.00,16.00,134.00,

 15:18:18
Interval Count,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,14.00,51.00,315.00,98.00,424.00,50.00,12.00,16.00,158.00,3.00,16.00,134.00,

 15:18:48
Interval Count,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,
Total Counts,15.00,52.00,315.00,98.00,424.00,50.00,12.00,16.00,158.00,3.00,18.00,140.00,

 15:19:18
Interval Count,68.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Counts,83.00,52.00,316.00,98.00,425.00,50.00,12.00,16.00,158.00,3.00,18.00,141.00,

 15:19:48
Interval Count,1.00,1.00,0.00,1.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,84.00,53.00,316.00,99.00,518.00,50.00,12.00,16.00,158.00,3.00,18.00,141.00,

 15:20:18
Interval Count,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,84.00,53.00,316.00,99.00,613.00,50.00,12.00,16.00,158.00,3.00,18.00,141.00,

 15:20:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,84.00,53.00,316.00,99.00,613.00,50.00,12.00,16.00,158.00,3.00,18.00,141.00,

 15:21:18
Interval Count,1.00,0.00,141.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,44.00,0.00,
Total Counts,85.00,53.00,457.00,99.00,613.00,52.00,12.00,16.00,158.00,3.00,62.00,141.00,

 15:21:48
