geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
WP163	Cytoplasmic Ribosomal Proteins	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP163&label[]=Rpl10&label[]=Rpl10a&label[]=Rpl11&label[]=Rpl12&label[]=Rpl13&label[]=Rpl13a&label[]=Rpl15&label[]=Rpl17&label[]=Rpl18&label[]=Rpl18a&label[]=Rpl19&label[]=Rpl21&label[]=Rpl22&label[]=Rpl23a&label[]=Rpl24&label[]=Rpl26&label[]=Rpl28&label[]=Rpl29&label[]=Rpl3&label[]=Rpl32&label[]=Rpl34&label[]=Rpl35&label[]=Rpl35a&label[]=Rpl36&label[]=Rpl36a&label[]=Rpl38&label[]=Rpl39&label[]=Rpl4&label[]=Rpl6&label[]=Rpl7a&label[]=Rpl8&label[]=Rpl9&label[]=Rplp1&label[]=Rplp2&label[]=Rps10&label[]=Rps11&label[]=Rps14&label[]=Rps15&label[]=Rps17&label[]=Rps18&label[]=Rps19&label[]=Rps2&label[]=Rps23&label[]=Rps24&label[]=Rps26&label[]=Rps27a&label[]=Rps3a1&label[]=Rps4x&label[]=Rps5&label[]=Rps6&label[]=Rps8&label[]=Rpsa&colors=%23B3CBE0,%23A0BFD8,%2378A4C8,%237DA7CA,%2390B4D2,%234682B4,%23D9E5EF,%23B1CADF,%238EB3D1,%239BBCD6,%23568CBA,%235E92BE,%2376A2C7,%23D1E0EC,%236E9DC4,%23548BB9,%23B0C9DF,%236496C0,%237DA7CA,%23D3E1ED,%238BB1D0,%23D0DFEC,%23B9CFE2,%23A4C1DA,%23D7E4EF,%23D1E0EC,%23D3E1ED,%23C1D5E6,%23C3D6E6,%23A7C3DB,%2374A1C6,%23A3C0D9,%23A6C2DA,%239BBCD6,%23CADBE9,%23C1D5E6,%2387AECE,%23BAD0E3,%239BBCD6,%2376A2C7,%23D9E5EF,%23C6D8E7,%23C1D5E6,%23C9DAE9,%23C3D6E6,%23B9CFE2,%23B6CDE1,%238DB2D0,%239ABBD6,%2393B6D3,%2394B7D3,%2384ACCD	0.695198258507054	2.7780725457709914	0	0	77	./Project_wg_result1568401795_GSEA/WP163.png	52	22121;19941;19921;19933;19944;68193;26961;20084;19934;67025;269261;27367;16785;20044;68436;20102;19899;270106;20104;20116;20103;20068;67186;76808;19896;20005;54217;56040;27176;19943;319195;110954;20091;57808;78294;20054;66475;27207;67891;19988;27370;16898;20088;67097;66489;268449;67671;19951;67248;19982;20085;66480	Rpl10;Rpl10a;Rpl11;Rpl12;Rpl13;Rpl13a;Rpl15;Rpl17;Rpl18;Rpl18a;Rpl19;Rpl21;Rpl22;Rpl23a;Rpl24;Rpl26;Rpl28;Rpl29;Rpl3;Rpl32;Rpl34;Rpl35;Rpl35a;Rpl36;Rpl36a;Rpl38;Rpl39;Rpl4;Rpl6;Rpl7a;Rpl8;Rpl9;Rplp1;Rplp2;Rps10;Rps11;Rps14;Rps15;Rps17;Rps18;Rps19;Rps2;Rps23;Rps24;Rps26;Rps27a;Rps3a1;Rps4x;Rps5;Rps6;Rps8;Rpsa
WP307	Translation Factors	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP307&label[]=Eef1a2&label[]=Eef1d&label[]=Eef1g&label[]=Eef2&label[]=Eef2k&label[]=Eif2b2&label[]=Eif2b3&label[]=Eif2b4&label[]=Eif2b5&label[]=Eif3a&label[]=Eif3b&label[]=Eif3c&label[]=Eif3d&label[]=Eif3g&label[]=Eif3i&label[]=Eif4b&label[]=Eif4g1&label[]=Eif4g3&label[]=Eif5a&colors=%23C7D9E8,%234D86B6,%23BBD1E3,%2387AECE,%23ADC7DD,%2378A4C8,%23A0BFD8,%236899C2,%23C3D6E6,%239DBDD7,%235189B8,%234682B4,%2396B8D4,%236093BE,%2396B8D4,%23BBD1E3,%237DA7CA,%23C6D8E7,%23BAD0E3	0.615948595359768	2.223978581585229	0	0	47	./Project_wg_result1568401795_GSEA/WP307.png	19	56347;66656;27979;53356;13667;217715;208643;13629;55944;54709;13669;108067;13631;276770;67160;75705;224045;230861;13628	Eef1a2;Eef1d;Eef1g;Eef2;Eef2k;Eif2b2;Eif2b3;Eif2b4;Eif2b5;Eif3a;Eif3b;Eif3c;Eif3d;Eif3g;Eif3i;Eif4b;Eif4g1;Eif4g3;Eif5a
WP310	mRNA processing	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP310&label[]=Adar&label[]=Afg3l2&label[]=Akap1&label[]=Atxn1&label[]=Bclaf1&label[]=Cd2bp2&label[]=Celf5&label[]=Ciz1&label[]=Clasrp&label[]=Clk2&label[]=Clk3&label[]=Cpsf1&label[]=Dazap1&label[]=Ddx21&label[]=Ddx24&label[]=Ddx39b&label[]=Ddx3x&label[]=Ddx41&label[]=Dhx16&label[]=Dhx38&label[]=Dhx8&label[]=Dnajc17&label[]=Dnajc8&label[]=Eftud2&label[]=Eif3b&label[]=Eif3g&label[]=Eif4a3&label[]=Eif4g3&label[]=Eif4h&label[]=Ewsr1&label[]=Exosc9&label[]=Fbl&label[]=Fdx1l&label[]=Fxr2&label[]=Grsf1&label[]=Hnrnpa3&label[]=Hnrnpab&label[]=Hnrnpd&label[]=Hnrnpm&label[]=Hnrnpr&label[]=Hnrnpu&label[]=Htatsf1&label[]=Ilf3&label[]=Ilkap&label[]=Lingo1&label[]=Lsm2&label[]=Lsm4&label[]=Mettl3&label[]=Mrpl23&label[]=Mrps28&label[]=Msi1&label[]=Ncl&label[]=Nelfe&label[]=Nifk&label[]=Nono&label[]=Npm1&label[]=Nxf1&label[]=Nxf7&label[]=Pabpc4&label[]=Pabpn1&label[]=Park7&label[]=Pcbp1&label[]=Poldip3&label[]=Ppm1g&label[]=Ppp1r14b&label[]=Ppp1r8&label[]=Prmt1&label[]=Prmt2&label[]=Prpf18&label[]=Prpf3&label[]=Prpf4b&label[]=Prpf6&label[]=Pspc1&label[]=Puf60&label[]=Pum2&label[]=Pum3&label[]=Raly&label[]=Rbm10&label[]=Rbm17&label[]=Rbm19&label[]=Rbm25&label[]=Rbm28&label[]=Rbm33&label[]=Rbm34&label[]=Rbm39&label[]=Rbm4&label[]=Rbm42&label[]=Rbm45&label[]=Rbm6&label[]=Rbmx2&label[]=Rbmxl1&label[]=Rnpep&label[]=Rnps1&label[]=Rpl11&label[]=Rpl12&label[]=Rpl19&label[]=Rpl22&label[]=Rpl26&label[]=Rpl32&label[]=Rpl38&label[]=Rpl39&label[]=Rpl8&label[]=Rpl9&label[]=Rpp14&label[]=Rps11&label[]=Rps14&label[]=Rps23&label[]=Rps24&label[]=Rps4x&label[]=Rps6&label[]=Rps9&label[]=Rsrc2&label[]=Safb2&label[]=Sart3&label[]=Scaf8&label[]=Secisbp2&label[]=Sf3a1&label[]=Sf3a2&label[]=Sf3a3&label[]=Sf3b2&label[]=Sfpq&label[]=Sfswap&label[]=Slbp&label[]=Slirp&label[]=Sltm&label[]=Slu7&label[]=Smc1a&label[]=Snrnp35&label[]=Snrnp70&label[]=Snrpa&label[]=Snrpc&label[]=Snrpd2&label[]=Snrpd3&label[]=Spen&label[]=Srek1&label[]=Srp68&label[]=Srpk1&label[]=Srrm1&label[]=Srsf4&label[]=Stau1&label[]=Sugp1&label[]=Supt5&label[]=Syncrip&label[]=Taf15&label[]=Tmem163&label[]=Trim21&label[]=Trmt2a&label[]=Ttc39a&label[]=U2af1&label[]=U2af2&label[]=Ybx1&label[]=Zfp385a&label[]=Zfp622&label[]=Zfp830&label[]=Zrsr2&colors=%23B7CEE2,%23CCDCEA,%23D6E3EE,%23D1E0EC,%23DDE8F1,%23CEDEEB,%23D7E4EF,%23BAD0E3,%2394B7D3,%23DEE9F2,%23A7C3DB,%23AEC8DE,%238AB0CF,%23C1D5E6,%239EBED8,%23C1D5E6,%23DEE9F2,%23A3C0D9,%23D3E1ED,%23A1C0D9,%2381AACC,%23BBD1E3,%2374A1C6,%23B1CADF,%236B9BC3,%2378A4C8,%23C3D6E6,%23CEDEEB,%23DAE6F0,%23A0BFD8,%23B1CADF,%2397B9D5,%23D1E0EC,%23C4D7E7,%23B6CDE1,%23DDE8F1,%23AAC5DC,%23D9E5EF,%23CCDCEA,%23D0DFEC,%23C9DAE9,%2387AECE,%23A1C0D9,%23BBD1E3,%23DEE9F2,%23D7E4EF,%2399BAD5,%23D6E3EE,%23CADBE9,%23DEE9F2,%23DEE9F2,%2399BAD5,%2396B8D4,%238AB0CF,%23ADC7DD,%23B3CBE0,%23C7D9E8,%23C1D5E6,%23D0DFEC,%23A7C3DB,%23C7D9E8,%23D1E0EC,%2399BAD5,%23B4CCE0,%239EBED8,%23ABC6DD,%23C0D4E5,%23DCE7F0,%23C1D5E6,%23B7CEE2,%2373A0C6,%2389AFCF,%2374A1C6,%237AA5C9,%23D3E1ED,%23A6C2DA,%23D3E1ED,%239ABBD6,%23C6D8E7,%23A7C3DB,%235A8FBC,%23CCDCEA,%23B1CADF,%23B6CDE1,%237EA8CB,%23DEE9F2,%23CADBE9,%23D0DFEC,%23BAD0E3,%23ADC7DD,%23C6D8E7,%23DCE7F0,%23D4E2ED,%2399BAD5,%239BBCD6,%237EA8CB,%2396B8D4,%237DA7CA,%23DDE8F1,%23DDE8F1,%23DEE9F2,%2396B8D4,%23B9CFE2,%23DEE9F2,%23D0DFEC,%23A4C1DA,%23D0DFEC,%23D6E3EE,%23A9C4DC,%23ADC7DD,%239BBCD6,%236496C0,%2390B4D2,%23AAC5DC,%23DDE8F1,%23D1E0EC,%23DAE6F0,%2383ABCC,%23B3CBE0,%239BBCD6,%235088B8,%239ABBD6,%23CCDCEA,%23DCE7F0,%239ABBD6,%239EBED8,%2384ACCD,%23DEE9F2,%2391B5D2,%23A1C0D9,%23D3E1ED,%23B9CFE2,%23DCE7F0,%23CDDDEA,%23CDDDEA,%23ABC6DD,%23D9E5EF,%23548BB9,%236B9BC3,%23ADC7DD,%239EBED8,%239EBED8,%23C0D4E5,%23CEDEEB,%23DDE8F1,%23C9DAE9,%23D9E5EF,%23C7D9E8,%23A3C0D9,%23AAC5DC,%2386ADCD,%23DCE7F0,%23D6E3EE,%23B1CADF,%234682B4	0.4290677458836207	2.1508510545927235	0	0	413	./Project_wg_result1568401795_GSEA/WP310.png	155	22184;71514;51796;67039;208606;57317;27979;19134;66645;68598;53356;67959;19941;19921;170791;217207;20222;24061;22608;72459;68879;67949;70248;224902;20637;53609;26961;27632;19934;14113;73826;17975;67025;50783;66660;231769;236732;269261;319322;76846;18938;20924;193116;27225;70616;14030;16201;64340;53607;108121;72935;20044;52874;74111;54196;102414;20102;53890;15384;22185;217337;100336;20853;209003;53610;20104;94230;66983;50911;381626;20624;75062;18148;14208;231413;52202;70767;56417;20005;107686;68379;19654;67444;69408;56403;15469;170722;53817;56200;67229;192170;23879;19656;76938;57320;53319;230603;20821;51810;68035;19935;68272;69597;76936;20492;218543;56381;70233;230861;70439;66475;230721;27207;241490;74326;20238;23983;68165;75420;19383;69192;80913;20630;19826;11640;56335;20088;52521;319586;27756;15547;20815;11991;67465;22384;29813;380773;15468;215615;67332;229279;67671;72567;19951;106583;72160;12748;66230;67248;76167;13205;17690;235402;67053;19653	Adar;Afg3l2;Akap1;Atxn1;Bclaf1;Cd2bp2;Celf5;Ciz1;Clasrp;Clk2;Clk3;Cpsf1;Dazap1;Ddx21;Ddx24;Ddx39b;Ddx3x;Ddx41;Dhx16;Dhx38;Dhx8;Dnajc17;Dnajc8;Eftud2;Eif3b;Eif3g;Eif4a3;Eif4g3;Eif4h;Ewsr1;Exosc9;Fbl;Fdx1l;Fxr2;Grsf1;Hnrnpa3;Hnrnpab;Hnrnpd;Hnrnpm;Hnrnpr;Hnrnpu;Htatsf1;Ilf3;Ilkap;Lingo1;Lsm2;Lsm4;Mettl3;Mrpl23;Mrps28;Msi1;Ncl;Nelfe;Nifk;Nono;Npm1;Nxf1;Nxf7;Pabpc4;Pabpn1;Park7;Pcbp1;Poldip3;Ppm1g;Ppp1r14b;Ppp1r8;Prmt1;Prmt2;Prpf18;Prpf3;Prpf4b;Prpf6;Pspc1;Puf60;Pum2;Pum3;Raly;Rbm10;Rbm17;Rbm19;Rbm25;Rbm28;Rbm33;Rbm34;Rbm39;Rbm4;Rbm42;Rbm45;Rbm6;Rbmx2;Rbmxl1;Rnpep;Rnps1;Rpl11;Rpl12;Rpl19;Rpl22;Rpl26;Rpl32;Rpl38;Rpl39;Rpl8;Rpl9;Rpp14;Rps11;Rps14;Rps23;Rps24;Rps4x;Rps6;Rps9;Rsrc2;Safb2;Sart3;Scaf8;Secisbp2;Sf3a1;Sf3a2;Sf3a3;Sf3b2;Sfpq;Sfswap;Slbp;Slirp;Sltm;Slu7;Smc1a;Snrnp35;Snrnp70;Snrpa;Snrpc;Snrpd2;Snrpd3;Spen;Srek1;Srp68;Srpk1;Srrm1;Srsf4;Stau1;Sugp1;Supt5;Syncrip;Taf15;Tmem163;Trim21;Trmt2a;Ttc39a;U2af1;U2af2;Ybx1;Zfp385a;Zfp622;Zfp830;Zrsr2
WP1397	Odorant GPCRs	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1397&label[]=Adgrd1&label[]=Adgrf4&label[]=Adgrg3&label[]=Gpr1&label[]=Gpr101&label[]=Gpr12&label[]=Gpr137c&label[]=Gpr139&label[]=Gpr155&label[]=Gpr157&label[]=Gpr158&label[]=Gpr160&label[]=Gpr161&label[]=Gpr165&label[]=Gpr182&label[]=Gpr19&label[]=Gpr21&label[]=Gpr22&label[]=Gpr25&label[]=Gpr26&label[]=Gpr27&label[]=Gpr34&label[]=Gpr4&label[]=Gpr63&label[]=Gpr75&label[]=Gpr83&label[]=Gpr85&label[]=Gpr89&label[]=Lgr4&label[]=Lgr5&label[]=Lgr6&label[]=Mrgpre&label[]=Olfr1009&label[]=Olfr13&label[]=Olfr147&label[]=Olfr149&label[]=Olfr15&label[]=Olfr160&label[]=Olfr183&label[]=Olfr24&label[]=Olfr472&label[]=Olfr481&label[]=Olfr63&label[]=Olfr867&label[]=Olfr958&label[]=Oprl1&label[]=Tas1r1&label[]=Tpra1&label[]=Vmn2r1&label[]=Wls&colors=%23FFE0BA,%23FFC074,%23FFBC6C,%23FFD9AC,%23FFCB8C,%23FF8C00,%23FF9E28,%23FFAE4C,%23FFC074,%23FFD098,%23FFDAAE,%23FFDBB0,%23FFCE92,%23FFB964,%23FFAE4C,%23FFCD90,%23FFC176,%23FF9514,%23FFC47C,%23FFC988,%23FFC176,%23FFBF72,%23FFD19A,%23FFCD90,%23FFB152,%23FFCB8C,%23FFDAAE,%23FFDDB4,%23FFA83E,%23FFB050,%23FFD9AC,%23FFDEB6,%23FFC886,%23FFCB8C,%23FFD29C,%23FFA232,%23FFCF94,%23FFBE70,%23FFDFB8,%23FFD8A8,%23FFB65E,%23FFBA66,%23FFB050,%23FFDDB4,%23FFBC6C,%23FFBA66,%23FFD6A4,%23FFD7A6,%23FFD9AC,%23FFC176	-0.5730513970086437	-2.351150650865759	0	0	81	./Project_wg_result1568401795_GSEA/WP1397.png	50	243277;258478;244238;257898;67549;71862;241263;64450;56544;329252;241070;18322;24100;110326;258869;319197;269604;18312;240888;14760;81006;18310;245424;14608;233919;258565;383563;14761;338346;68151;68526;78249;23890;80706;258327;54672;18389;258927;76206;258770;237716;14160;258939;209776;11536;107515;235256;70713;73010;14738	Adgrd1;Adgrf4;Adgrg3;Gpr1;Gpr101;Gpr12;Gpr137c;Gpr139;Gpr155;Gpr157;Gpr158;Gpr160;Gpr161;Gpr165;Gpr182;Gpr19;Gpr21;Gpr22;Gpr25;Gpr26;Gpr27;Gpr34;Gpr4;Gpr63;Gpr75;Gpr83;Gpr85;Gpr89;Lgr4;Lgr5;Lgr6;Mrgpre;Olfr1009;Olfr13;Olfr147;Olfr149;Olfr15;Olfr160;Olfr183;Olfr24;Olfr472;Olfr481;Olfr63;Olfr867;Olfr958;Oprl1;Tas1r1;Tpra1;Vmn2r1;Wls
WP189	GPCRs, Class A Rhodopsin-like	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP189&label[]=Adora3&label[]=Adra1a&label[]=Adra1b&label[]=Adra1d&label[]=Adra2a&label[]=Adra2b&label[]=Agtr1a&label[]=Avp&label[]=Bdkrb2&label[]=C3ar1&label[]=Cckbr&label[]=Ccr1&label[]=Ccr2&label[]=Ccr3&label[]=Ccr9&label[]=Chrm2&label[]=Chrm3&label[]=Cnr1&label[]=Cxcr2&label[]=Cxcr3&label[]=Cxcr4&label[]=Cysltr1&label[]=Ednrb&label[]=F2r&label[]=Galr1&label[]=Galr2&label[]=Gpr12&label[]=Gpr19&label[]=Gpr27&label[]=Gpr34&label[]=Gpr50&label[]=Gpr63&label[]=Gpr83&label[]=Grpr&label[]=Htr1a&label[]=Htr1f&label[]=Htr2a&label[]=Htr2c&label[]=Htr4&label[]=Htr5a&label[]=Htr6&label[]=Htr7&label[]=Mc4r&label[]=Nmbr&label[]=Npy1r&label[]=Npy2r&label[]=Ntsr1&label[]=Olfr143&label[]=Olfr15&label[]=Olfr1537&label[]=Olfr160&label[]=Olfr2&label[]=Olfr49&label[]=Olfr705&label[]=Olfr713&label[]=Olfr714&label[]=Olfr715&label[]=Olfr716&label[]=Olfr876&label[]=Olfr887&label[]=Olfr889&label[]=Olfr893&label[]=Olfr943&label[]=Olfr954&label[]=Olfr959&label[]=Olfr961&label[]=Opn3&label[]=Opn4&label[]=Oprd1&label[]=Oprk1&label[]=Oprl1&label[]=Oprm1&label[]=Oxt&label[]=Ptgdr&label[]=Ptger3&label[]=Ptgfr&label[]=Tbxa2r&label[]=Trhr&label[]=Tshr&colors=%23FFE7CA,%23FFD5A2,%23FFD5A2,%23FFE9CE,%23FFD6A4,%23FFE8CC,%23FFDFB8,%23FFCD90,%23FFDFB8,%23FFDDB4,%23FFE9CE,%23FFE3C2,%23FFE4C4,%23FFD19A,%23FFE0BA,%23FFD4A0,%23FFC57E,%23FF8C00,%23FFE8CC,%23FFD8A8,%23FFE4C4,%23FFDEB6,%23FFDCB2,%23FFCF96,%23FFD7A6,%23FFC47C,%23FF9618,%23FFD29C,%23FFC784,%23FFC580,%23FFD4A0,%23FFD19A,%23FFCF96,%23FFE4C4,%23FFC988,%23FFC176,%23FFD5A2,%23FFB65E,%23FFD7A6,%23FFC784,%23FFDFB8,%23FFD39E,%23FFE1BC,%23FFC074,%23FFD098,%23FFCE92,%23FFD29C,%23FFA130,%23FFD39E,%23FFA02E,%23FFC57E,%23FFBD6E,%23FFCF96,%23FFAA44,%23FFD19A,%23FFA02E,%23FFE2C0,%23FFE8CC,%23FFC682,%23FFB65E,%23FFDBB0,%23FF8E06,%23FFA83E,%23FFCC8E,%23FFA63A,%23FFB65E,%23FFE9CE,%23FFE2C0,%23FFE0BA,%23FFA63A,%23FFC176,%23FFE5C6,%23FFD5A2,%23FFB862,%23FFBB68,%23FFB358,%23FFC580,%23FFBC6C,%23FFDFB8	-0.5299247024856971	-2.407570426458046	0	0	137	./Project_wg_result1568401795_GSEA/WP189.png	79	11550;12426;13603;11552;12765;258597;11542;18390;12767;12772;14829;12768;30044;258776;17202;12769;18386;12062;22095;11607;15565;58861;12267;13618;258475;12766;14427;15562;11551;15558;11548;11549;18429;243764;14765;18312;15566;14760;18216;81006;12771;259036;18166;14608;18348;14062;18167;11998;258328;15550;14761;15563;258883;21390;23890;12671;80706;14428;15557;18389;18101;18317;22045;19218;19214;258415;15560;258497;19220;259034;258323;18387;258501;258802;257959;259035;14738;258333;12801	Adora3;Adra1a;Adra1b;Adra1d;Adra2a;Adra2b;Agtr1a;Avp;Bdkrb2;C3ar1;Cckbr;Ccr1;Ccr2;Ccr3;Ccr9;Chrm2;Chrm3;Cnr1;Cxcr2;Cxcr3;Cxcr4;Cysltr1;Ednrb;F2r;Galr1;Galr2;Gpr12;Gpr19;Gpr27;Gpr34;Gpr50;Gpr63;Gpr83;Grpr;Htr1a;Htr1f;Htr2a;Htr2c;Htr4;Htr5a;Htr6;Htr7;Mc4r;Nmbr;Npy1r;Npy2r;Ntsr1;Olfr143;Olfr15;Olfr1537;Olfr160;Olfr2;Olfr49;Olfr705;Olfr713;Olfr714;Olfr715;Olfr716;Olfr876;Olfr887;Olfr889;Olfr893;Olfr943;Olfr954;Olfr959;Olfr961;Opn3;Opn4;Oprd1;Oprk1;Oprl1;Oprm1;Oxt;Ptgdr;Ptger3;Ptgfr;Tbxa2r;Trhr;Tshr
WP435	One Carbon Metabolism	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP435&label[]=Ahcyl2&label[]=Atic&label[]=Dnmt1&label[]=Dnmt3a&label[]=Ehmt1&label[]=Ehmt2&label[]=Gart&label[]=Mthfd1&label[]=Mthfd1l&label[]=Shmt2&label[]=Tyms&colors=%23CEDEEB,%23D9E5EF,%234682B4,%23709EC5,%2390B4D2,%23D1E0EC,%23C7D9E8,%23C9DAE9,%23DDE8F1,%23D3E1ED,%23D9E5EF	0.6404274217346919	2.0649106762462	0	6.379192640426176e-4	27	./Project_wg_result1568401795_GSEA/WP435.png	11	13433;13435;77683;14450;108156;74340;110147;108037;108147;22171;270685	Ahcyl2;Atic;Dnmt1;Dnmt3a;Ehmt1;Ehmt2;Gart;Mthfd1;Mthfd1l;Shmt2;Tyms
WP246	TNF-alpha NF-kB Signaling Pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP246&label[]=Akt1&label[]=Akt2&label[]=Casp8&label[]=Ccar2&label[]=Cd3eap&label[]=Cdc34&label[]=Cdc37&label[]=Cradd&label[]=Crebbp&label[]=Csnk2a2&label[]=Csnk2b&label[]=Ddx3x&label[]=Eif4a3&label[]=Fbl&label[]=Fkbp5&label[]=Flna&label[]=G3bp2&label[]=Glg1&label[]=Hdac6&label[]=Hsp90aa1&label[]=Hsp90ab1&label[]=Ikbkb&label[]=Ikbkg&label[]=Kpna6&label[]=Ktn1&label[]=Map3k14&label[]=Mark2&label[]=Mcc&label[]=Mcm5&label[]=Mcm7&label[]=Nfkb1&label[]=Nfkb2&label[]=Nfkbib&label[]=Nkiras1&label[]=Papola&label[]=Pdcd2&label[]=Pebp1&label[]=Peg3&label[]=Pfdn2&label[]=Pkn1&label[]=Polr1a&label[]=Polr1d&label[]=Polr2h&label[]=Psmb5&label[]=Psmc1&label[]=Psmc2&label[]=Psmc3&label[]=Psmd12&label[]=Psmd3&label[]=Psmd7&label[]=Rack1&label[]=Rnf216&label[]=Rnf25&label[]=Rpl4&label[]=Rpl6&label[]=Rpl8&label[]=Rps11&label[]=Smarca4&label[]=Smarcb1&label[]=Smarcc1&label[]=Smarcc2&label[]=Smarce1&label[]=Tab1&label[]=Tnip1&label[]=Tnip2&label[]=Tradd&label[]=Traf4&label[]=Traip&label[]=Txlna&label[]=Ube2i&label[]=Usp2&label[]=Ywhab&label[]=Ywhae&label[]=Ywhag&label[]=Ywhah&label[]=Ywhaz&colors=%23A9C4DC,%2393B6D3,%23D1E0EC,%23A7C3DB,%236798C1,%23B6CDE1,%2380A9CB,%23C9DAE9,%239DBDD7,%23DDE8F1,%23C7D9E8,%23D9E5EF,%23BAD0E3,%2387AECE,%23B1CADF,%23D6E3EE,%23D0DFEC,%23B7CEE2,%23D4E2ED,%237BA6C9,%234682B4,%23C4D7E7,%2380A9CB,%23BED3E5,%23D6E3EE,%23C1D5E6,%23BED3E5,%23D3E1ED,%23B6CDE1,%23D9E5EF,%23D6E3EE,%23DAE6F0,%23E0EAF2,%23C6D8E7,%23E0EAF2,%23DEE9F2,%23DCE7F0,%23E0EAF2,%23A1C0D9,%23D7E4EF,%23CDDDEA,%2390B4D2,%23CADBE9,%23C9DAE9,%238EB3D1,%23C3D6E6,%238BB1D0,%23CDDDEA,%23C1D5E6,%236E9DC4,%23ADC7DD,%23AAC5DC,%23DDE8F1,%23C9DAE9,%23CADBE9,%2386ADCD,%23C9DAE9,%235B90BC,%23CEDEEB,%23A3C0D9,%2377A3C8,%23B0C9DF,%23ABC6DD,%23B1CADF,%23B0C9DF,%23D7E4EF,%23E0EAF2,%23C3D6E6,%23568CBA,%23DEE9F2,%23DEE9F2,%23CDDDEA,%23A6C2DA,%23D0DFEC,%23C9DAE9,%23D7E4EF	0.4570012959243159	2.0872940657880608	0	7.973990800532719e-4	173	./Project_wg_result1568401795_GSEA/WP246.png	76	15516;109658;20586;70333;17463;68094;15519;12539;16151;26961;14113;19182;19179;20018;11652;12914;18637;20588;22627;219158;11651;108086;66513;14694;57376;231130;14229;57783;17218;216150;20340;192170;16650;13728;22123;53859;19181;22036;16150;69721;13001;12905;27207;67891;19173;22629;19988;245841;66997;54401;20019;20587;23881;22628;12370;328949;15185;18033;16709;192176;320795;71609;22631;17220;13205;18034;23980;13000;57751;18567;53376;22196;18616;18036;18789;22032	Akt1;Akt2;Casp8;Ccar2;Cd3eap;Cdc34;Cdc37;Cradd;Crebbp;Csnk2a2;Csnk2b;Ddx3x;Eif4a3;Fbl;Fkbp5;Flna;G3bp2;Glg1;Hdac6;Hsp90aa1;Hsp90ab1;Ikbkb;Ikbkg;Kpna6;Ktn1;Map3k14;Mark2;Mcc;Mcm5;Mcm7;Nfkb1;Nfkb2;Nfkbib;Nkiras1;Papola;Pdcd2;Pebp1;Peg3;Pfdn2;Pkn1;Polr1a;Polr1d;Polr2h;Psmb5;Psmc1;Psmc2;Psmc3;Psmd12;Psmd3;Psmd7;Rack1;Rnf216;Rnf25;Rpl4;Rpl6;Rpl8;Rps11;Smarca4;Smarcb1;Smarcc1;Smarcc2;Smarce1;Tab1;Tnip1;Tnip2;Tradd;Traf4;Traip;Txlna;Ube2i;Usp2;Ywhab;Ywhae;Ywhag;Ywhah;Ywhaz
