,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W2
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/18/2017 11:23:58
,     Stop Time: ~10/18/2017 12:23:58


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Ri7_H, Ri7_S, Ri8_H, Ri8_S, Vi7_H, Vi7_S, Vi8_H, Vi8_S, Di5_H, Di5_S, Di6_H, Di6_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 10/18/2017 11:23:58
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 11:24:28
Interval Count,0.00,28.00,2.00,41.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,28.00,2.00,41.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 11:24:58
Interval Count,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,49.00,2.00,41.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 11:25:29
Interval Count,0.00,33.00,0.00,39.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,122.00,
Total Counts,0.00,82.00,2.00,80.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,122.00,

 11:25:58
Interval Count,1.00,0.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,1.00,37.00,
Total Counts,1.00,82.00,2.00,80.00,5.00,67.00,2.00,0.00,0.00,0.00,1.00,159.00,

 11:26:28
Interval Count,2.00,79.00,8.00,29.00,0.00,0.00,0.00,11.00,0.00,0.00,5.00,106.00,
Total Counts,3.00,161.00,10.00,109.00,5.00,67.00,2.00,11.00,0.00,0.00,6.00,265.00,

 11:26:58
Interval Count,0.00,2.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,10.00,17.00,113.00,
Total Counts,3.00,163.00,10.00,115.00,5.00,67.00,2.00,12.00,0.00,10.00,23.00,378.00,

 11:27:29
Interval Count,0.00,115.00,0.00,36.00,3.00,10.00,0.00,0.00,0.00,0.00,0.00,77.00,
Total Counts,3.00,278.00,10.00,151.00,8.00,77.00,2.00,12.00,0.00,10.00,23.00,455.00,

 11:27:59
Interval Count,2.00,35.00,0.00,13.00,0.00,8.00,0.00,5.00,0.00,7.00,2.00,75.00,
