,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/15/2017 11:31:37
,     Stop Time: ~10/15/2017 12:31:37


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Ri5_S, Ri5_H, Ri6_S, Ri6_H, Vi5_S, Vi5_H, Vi6_S, Vi6_H, Di3_S, Di3_H, Di4_S, Di4_H,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 10/15/2017 11:31:37
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 11:32:07
Interval Count,2.00,0.00,0.00,6.00,2.00,2.00,0.00,0.00,0.00,10.00,1.00,6.00,
Total Counts,2.00,0.00,0.00,6.00,2.00,2.00,0.00,0.00,0.00,10.00,1.00,6.00,

 11:32:37
Interval Count,0.00,23.00,1.00,1.00,0.00,5.00,0.00,0.00,2.00,0.00,4.00,0.00,
Total Counts,2.00,23.00,1.00,7.00,2.00,7.00,0.00,0.00,2.00,10.00,5.00,6.00,

 11:33:07
Interval Count,7.00,4.00,1.00,2.00,2.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,
Total Counts,9.00,27.00,2.00,9.00,4.00,10.00,3.00,3.00,2.00,10.00,5.00,6.00,

 11:33:37
Interval Count,3.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,12.00,27.00,3.00,9.00,6.00,10.00,4.00,3.00,2.00,10.00,5.00,6.00,

 11:34:07
Interval Count,2.00,13.00,0.00,1.00,1.00,1.00,0.00,0.00,16.00,0.00,0.00,1.00,
Total Counts,14.00,40.00,3.00,10.00,7.00,11.00,4.00,3.00,18.00,10.00,5.00,7.00,

 11:34:37
Interval Count,0.00,1.00,0.00,2.00,3.00,0.00,1.00,0.00,0.00,3.00,0.00,3.00,
Total Counts,14.00,41.00,3.00,12.00,10.00,11.00,5.00,3.00,18.00,13.00,5.00,10.00,

 11:35:07
Interval Count,5.00,1.00,0.00,0.00,3.00,3.00,0.00,20.00,0.00,0.00,0.00,0.00,
Total Counts,19.00,42.00,3.00,12.00,13.00,14.00,5.00,23.00,18.00,13.00,5.00,10.00,

 11:35:37
Interval Count,0.00,2.00,4.00,0.00,0.00,1.00,0.00,21.00,0.00,0.00,1.00,0.00,
Total Counts,19.00,44.00,7.00,12.00,13.00,15.00,5.00,44.00,18.00,13.00,6.00,10.00,

 11:36:07
Interval Count,132.00,1.00,0.00,1.00,2.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,151.00,45.00,7.00,13.00,15.00,15.00,38.00,44.00,18.00,13.00,6.00,10.00,

 11:36:37
Interval Count,55.00,0.00,1.00,0.00,0.00,3.00,57.00,1.00,0.00,0.00,0.00,0.00,
Total Counts,206.00,45.00,8.00,13.00,15.00,18.00,95.00,45.00,18.00,13.00,6.00,10.00,

 11:37:07
Interval Count,2.00,15.00,0.00,0.00,11.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,
Total Counts,208.00,60.00,8.00,13.00,26.00,19.00,95.00,46.00,19.00,13.00,6.00,10.00,

 11:37:37
Interval Count,42.00,0.00,2.00,0.00,104.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,
Total Counts,250.00,60.00,10.00,13.00,130.00,19.00,95.00,46.00,20.00,14.00,8.00,11.00,

 11:38:07
Interval Count,0.00,6.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,
Total Counts,250.00,66.00,10.00,13.00,130.00,19.00,95.00,48.00,20.00,14.00,8.00,11.00,

 11:38:37
Interval Count,14.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,264.00,66.00,10.00,13.00,136.00,19.00,95.00,48.00,20.00,14.00,8.00,11.00,

 11:39:07
Interval Count,29.00,11.00,0.00,1.00,0.00,0.00,85.00,0.00,0.00,30.00,0.00,1.00,
Total Counts,293.00,77.00,10.00,14.00,136.00,19.00,180.00,48.00,20.00,44.00,8.00,12.00,

 11:39:37
Interval Count,3.00,0.00,0.00,0.00,4.00,0.00,53.00,0.00,0.00,0.00,74.00,29.00,
Total Counts,296.00,77.00,10.00,14.00,140.00,19.00,233.00,48.00,20.00,44.00,82.00,41.00,

 11:40:08
Interval Count,0.00,2.00,2.00,0.00,0.00,24.00,24.00,1.00,0.00,0.00,20.00,0.00,
Total Counts,296.00,79.00,12.00,14.00,140.00,43.00,257.00,49.00,20.00,44.00,102.00,41.00,

 11:40:37
Interval Count,116.00,7.00,1.00,0.00,5.00,11.00,1.00,1.00,1.00,0.00,1.00,6.00,
Total Counts,412.00,86.00,13.00,14.00,145.00,54.00,258.00,50.00,21.00,44.00,103.00,47.00,

 11:41:07
Interval Count,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,560.00,86.00,13.00,14.00,145.00,54.00,258.00,50.00,21.00,44.00,103.00,47.00,

 11:41:37
Interval Count,240.00,1.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,
Total Counts,800.00,87.00,13.00,14.00,148.00,54.00,258.00,51.00,21.00,48.00,103.00,47.00,

 11:42:08
Interval Count,240.00,0.00,0.00,57.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,
Total Counts,1040.00,87.00,13.00,71.00,148.00,55.00,258.00,52.00,22.00,48.00,103.00,47.00,

 11:42:38
Interval Count,240.00,1.00,0.00,0.00,0.00,9.00,0.00,48.00,0.00,0.00,0.00,1.00,
Total Counts,1280.00,88.00,13.00,71.00,148.00,64.00,258.00,100.00,22.00,48.00,103.00,48.00,

 11:43:07
Interval Count,240.00,14.00,0.00,0.00,0.00,28.00,1.00,1.00,1.00,0.00,0.00,0.00,
Total Counts,1520.00,102.00,13.00,71.00,148.00,92.00,259.00,101.00,23.00,48.00,103.00,48.00,

 11:43:37
Interval Count,240.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,45.00,
Total Counts,1760.00,102.00,14.00,71.00,148.00,92.00,259.00,102.00,23.00,48.00,103.00,93.00,

 11:44:08
Interval Count,240.00,0.00,1.00,0.00,43.00,0.00,0.00,2.00,15.00,0.00,20.00,7.00,
Total Counts,2000.00,102.00,15.00,71.00,191.00,92.00,259.00,104.00,38.00,48.00,123.00,100.00,

 11:44:38
Interval Count,241.00,0.00,0.00,0.00,71.00,18.00,0.00,1.00,169.00,0.00,5.00,0.00,
Total Counts,2241.00,102.00,15.00,71.00,262.00,110.00,259.00,105.00,207.00,48.00,128.00,100.00,

 11:45:08
Interval Count,240.00,27.00,0.00,16.00,0.00,0.00,0.00,0.00,17.00,3.00,0.00,0.00,
Total Counts,2481.00,129.00,15.00,87.00,262.00,110.00,259.00,105.00,224.00,51.00,128.00,100.00,

 11:45:38
Interval Count,240.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,95.00,0.00,1.00,0.00,
Total Counts,2721.00,129.00,15.00,87.00,262.00,112.00,259.00,105.00,319.00,51.00,129.00,100.00,

 11:46:08
Interval Count,240.00,7.00,77.00,0.00,0.00,1.00,1.00,0.00,9.00,0.00,0.00,0.00,
Total Counts,2961.00,136.00,92.00,87.00,262.00,113.00,260.00,105.00,328.00,51.00,129.00,100.00,

 11:46:38
Interval Count,240.00,0.00,171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3201.00,136.00,263.00,87.00,262.00,113.00,260.00,105.00,328.00,51.00,129.00,100.00,

 11:47:08
Interval Count,240.00,1.00,169.00,0.00,0.00,0.00,15.00,0.00,0.00,3.00,0.00,0.00,
Total Counts,3441.00,137.00,432.00,87.00,262.00,113.00,275.00,105.00,328.00,54.00,129.00,100.00,

 11:47:38
Interval Count,240.00,1.00,125.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3681.00,138.00,557.00,87.00,262.00,114.00,275.00,105.00,328.00,54.00,129.00,100.00,

 11:48:08
Interval Count,241.00,0.00,18.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,1.00,1.00,
Total Counts,3922.00,138.00,575.00,87.00,262.00,115.00,275.00,105.00,331.00,54.00,130.00,101.00,

 11:48:38
Interval Count,240.00,0.00,0.00,1.00,72.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,4162.00,138.00,575.00,88.00,334.00,115.00,276.00,105.00,331.00,54.00,130.00,101.00,

 11:49:08
Interval Count,240.00,1.00,3.00,11.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,4402.00,139.00,578.00,99.00,344.00,115.00,276.00,105.00,331.00,54.00,130.00,101.00,

 11:49:38
Interval Count,240.00,0.00,1.00,8.00,0.00,0.00,1.00,0.00,31.00,0.00,0.00,1.00,
Total Counts,4642.00,139.00,579.00,107.00,344.00,115.00,277.00,105.00,362.00,54.00,130.00,102.00,

 11:50:08
Interval Count,240.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,240.00,0.00,0.00,0.00,
Total Counts,4882.00,139.00,579.00,107.00,345.00,115.00,281.00,105.00,602.00,54.00,130.00,102.00,

 11:50:38
Interval Count,240.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,109.00,0.00,0.00,0.00,
Total Counts,5122.00,139.00,579.00,107.00,348.00,115.00,281.00,105.00,711.00,54.00,130.00,102.00,

 11:51:08
Interval Count,240.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,38.00,2.00,0.00,0.00,
Total Counts,5362.00,139.00,579.00,108.00,348.00,115.00,281.00,105.00,749.00,56.00,130.00,102.00,

 11:51:38
Interval Count,240.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,
Total Counts,5602.00,142.00,579.00,108.00,348.00,115.00,281.00,106.00,749.00,56.00,130.00,106.00,

