,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/8/2006 21:36:02
,     Stop Time: ~1/8/2006 22:36:02


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Interval Count,0.00,0.00,0.00,72.00,0.00,0.00,144.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2759.00,112.00,2751.00,8.00,2145.00,3263.00,41.00,0.00,0.00,0.00,0.00,

 22:03:03
Interval Count,0.00,1.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2759.00,8.00,2145.00,3263.00,41.00,0.00,0.00,0.00,0.00,

 22:03:33
Interval Count,0.00,0.00,0.00,99.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2858.00,8.00,2145.00,3326.00,41.00,0.00,0.00,0.00,0.00,

 22:04:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2858.00,8.00,2145.00,3326.00,41.00,0.00,0.00,0.00,0.00,

 22:04:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2858.00,8.00,2145.00,3326.00,41.00,0.00,0.00,0.00,0.00,

 22:05:03
Interval Count,0.00,0.00,0.00,70.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2928.00,8.00,2145.00,3384.00,41.00,0.00,0.00,0.00,0.00,

 22:05:33
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:06:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:06:34
