,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/15/2017 14:40:06
,     Stop Time: ~10/15/2017 15:40:06


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Ri9_H, Ri9_S, Ri10_H, Ri10_S, Vi9_H, Vi9_S, Vi10_H, Vi10_S, Di7_H, Di7_S, Di8_H, Di8_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 10/15/2017 14:40:07
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,

 14:40:36
Interval Count,0.00,38.00,1.00,2.00,2.00,0.00,7.00,10.00,7.00,2.00,0.00,1.00,
Total Counts,0.00,38.00,1.00,2.00,2.00,0.00,7.00,10.00,8.00,2.00,0.00,1.00,

 14:41:07
Interval Count,10.00,1.00,1.00,2.00,1.00,0.00,0.00,4.00,1.00,2.00,2.00,0.00,
Total Counts,10.00,39.00,2.00,4.00,3.00,0.00,7.00,14.00,9.00,4.00,2.00,1.00,

 14:41:37
Interval Count,0.00,239.00,0.00,0.00,0.00,1.00,15.00,1.00,8.00,0.00,1.00,2.00,
Total Counts,10.00,278.00,2.00,4.00,3.00,1.00,22.00,15.00,17.00,4.00,3.00,3.00,

 14:42:07
Interval Count,35.00,132.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,13.00,1.00,
Total Counts,45.00,410.00,2.00,4.00,3.00,7.00,22.00,15.00,17.00,5.00,16.00,4.00,

 14:42:37
Interval Count,44.00,2.00,19.00,1.00,0.00,0.00,0.00,1.00,20.00,0.00,1.00,0.00,
Total Counts,89.00,412.00,21.00,5.00,3.00,7.00,22.00,16.00,37.00,5.00,17.00,4.00,

 14:43:07
