,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/7/2006 17:02:06
,     Stop Time: ~1/7/2006 18:02:06


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Total Counts,43.00,1949.00,42.00,1353.00,28.00,61.00,1206.00,49.00,1489.00,72.00,14.00,13.00,

 17:15:06
Interval Count,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,43.00,1990.00,42.00,1353.00,28.00,61.00,1206.00,49.00,1489.00,72.00,14.00,13.00,

 17:15:36
Interval Count,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,43.00,1990.00,42.00,1353.00,28.00,64.00,1206.00,49.00,1489.00,72.00,14.00,13.00,

 17:16:06
Interval Count,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,43.00,1990.00,42.00,1355.00,28.00,64.00,1206.00,49.00,1489.00,72.00,14.00,13.00,

 17:16:36
Interval Count,0.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,47.00,0.00,
Total Counts,43.00,2069.00,42.00,1355.00,28.00,64.00,1206.00,49.00,1490.00,73.00,61.00,13.00,

 17:17:06
Interval Count,0.00,98.00,8.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,
Total Counts,43.00,2167.00,50.00,1355.00,28.00,64.00,1206.00,49.00,1491.00,73.00,61.00,13.00,

 17:17:36
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,1.00,3.00,0.00,
Total Counts,43.00,2167.00,50.00,1355.00,28.00,64.00,1206.00,49.00,1586.00,74.00,64.00,13.00,

 17:18:06
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,
Total Counts,43.00,2167.00,50.00,1355.00,28.00,64.00,1206.00,49.00,1621.00,74.00,64.00,13.00,

 17:18:36
Interval Count,22.00,0.00,0.00,102.00,0.00,0.00,0.00,0.00,88.00,0.00,0.00,0.00,
Total Counts,65.00,2167.00,50.00,1457.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,13.00,

 17:19:06
Interval Count,0.00,111.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2278.00,50.00,1592.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,13.00,

 17:19:36
Interval Count,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,
Total Counts,65.00,2302.00,50.00,1592.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,22.00,

 17:20:06
Interval Count,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,
Total Counts,65.00,2361.00,50.00,1592.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,47.00,

 17:20:36
Interval Count,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,
Total Counts,65.00,2361.00,50.00,1692.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,58.00,

 17:21:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2361.00,50.00,1692.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,58.00,

 17:21:36
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2361.00,50.00,1692.00,28.00,64.00,1206.00,49.00,1709.00,74.00,64.00,58.00,

 17:22:06
Interval Count,0.00,36.00,0.00,36.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,50.00,1728.00,29.00,64.00,1206.00,49.00,1709.00,74.00,64.00,58.00,

 17:22:36
Interval Count,0.00,0.00,0.00,172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,50.00,1900.00,29.00,64.00,1206.00,49.00,1709.00,74.00,64.00,58.00,

 17:23:07
Interval Count,0.00,0.00,0.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,50.00,2066.00,29.00,64.00,1206.00,49.00,1709.00,74.00,64.00,58.00,

 17:23:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2397.00,50.00,2066.00,29.00,64.00,1206.00,49.00,1709.00,75.00,64.00,58.00,

 17:24:06
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,65.00,2397.00,50.00,2066.00,29.00,64.00,1206.00,49.00,1709.00,75.00,64.00,60.00,

 17:24:36
Interval Count,0.00,0.00,0.00,195.00,0.00,0.00,0.00,0.00,74.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,50.00,2261.00,29.00,64.00,1206.00,49.00,1783.00,75.00,64.00,60.00,

 17:25:07
Interval Count,0.00,0.00,0.00,147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,50.00,2408.00,29.00,64.00,1206.00,49.00,1783.00,75.00,64.00,60.00,

 17:25:37
Interval Count,0.00,0.00,1.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,51.00,2450.00,29.00,64.00,1206.00,49.00,1783.00,75.00,64.00,60.00,

 17:26:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,51.00,2450.00,29.00,64.00,1206.00,49.00,1783.00,75.00,64.00,60.00,

 17:26:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,51.00,2450.00,29.00,64.00,1209.00,49.00,1783.00,75.00,64.00,60.00,

 17:27:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,51.00,2450.00,29.00,64.00,1209.00,49.00,1783.00,75.00,64.00,60.00,

 17:27:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2397.00,51.00,2450.00,29.00,64.00,1273.00,49.00,1783.00,75.00,64.00,60.00,

 17:28:07
Interval Count,0.00,142.00,0.00,0.00,0.00,0.00,240.00,0.00,150.00,0.00,0.00,0.00,
Total Counts,65.00,2539.00,51.00,2450.00,29.00,64.00,1513.00,49.00,1933.00,75.00,64.00,60.00,

 17:28:37
Interval Count,0.00,151.00,0.00,1.00,0.00,0.00,125.00,0.00,93.00,0.00,0.00,0.00,
Total Counts,65.00,2690.00,51.00,2451.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:29:07
Interval Count,0.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,51.00,2451.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:29:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,51.00,2451.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:30:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,51.00,2451.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:30:37
Interval Count,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,51.00,2530.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:31:07
Interval Count,0.00,0.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:31:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:32:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1638.00,49.00,2026.00,75.00,64.00,60.00,

 17:32:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1758.00,49.00,2026.00,75.00,64.00,60.00,

 17:33:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,163.00,0.00,49.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1921.00,49.00,2075.00,75.00,64.00,60.00,

 17:33:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,38.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1922.00,49.00,2113.00,75.00,64.00,60.00,

 17:34:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1922.00,49.00,2113.00,75.00,64.00,60.00,

 17:34:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1922.00,49.00,2113.00,75.00,64.00,60.00,

 17:35:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,29.00,64.00,1922.00,49.00,2113.00,76.00,64.00,60.00,

 17:35:37
Interval Count,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2114.00,77.00,64.00,60.00,

 17:36:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2114.00,77.00,64.00,60.00,

 17:36:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2114.00,77.00,64.00,60.00,

 17:37:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2114.00,77.00,64.00,60.00,

 17:37:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2114.00,77.00,64.00,60.00,

 17:38:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2114.00,78.00,64.00,60.00,

 17:38:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146.00,0.00,0.00,22.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1922.00,49.00,2260.00,78.00,64.00,82.00,

 17:39:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,37.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1923.00,49.00,2297.00,78.00,64.00,82.00,

 17:39:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,64.00,1923.00,49.00,2297.00,78.00,64.00,82.00,

 17:40:07
Interval Count,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,65.00,1923.00,49.00,2297.00,78.00,64.00,82.00,

 17:40:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,65.00,1923.00,49.00,2297.00,78.00,65.00,82.00,

 17:41:07
Interval Count,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,66.00,1923.00,49.00,2297.00,79.00,65.00,82.00,

 17:41:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,62.00,2531.00,30.00,66.00,1923.00,49.00,2297.00,79.00,65.00,82.00,

 17:42:07
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,1923.00,49.00,2297.00,80.00,65.00,82.00,

 17:42:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,1923.00,52.00,2298.00,80.00,65.00,82.00,

 17:43:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,1923.00,52.00,2298.00,81.00,65.00,82.00,

 17:43:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,1923.00,52.00,2298.00,81.00,65.00,82.00,

 17:44:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,1923.00,52.00,2298.00,81.00,65.00,82.00,

 17:44:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,146.00,0.00,0.00,3.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,2069.00,52.00,2298.00,84.00,65.00,82.00,

 17:45:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2773.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,84.00,65.00,82.00,

 17:45:37
Interval Count,0.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2850.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,84.00,65.00,82.00,

 17:46:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2850.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,84.00,65.00,82.00,

 17:46:37
Interval Count,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,65.00,2937.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,85.00,65.00,82.00,

 17:47:07
Interval Count,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,
Total Counts,65.00,2960.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,87.00,65.00,82.00,

 17:47:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2960.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,87.00,65.00,82.00,

 17:48:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,2960.00,63.00,2531.00,30.00,66.00,2069.00,54.00,2298.00,87.00,65.00,82.00,

 17:48:37
Interval Count,0.00,62.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3022.00,63.00,2650.00,30.00,66.00,2069.00,54.00,2298.00,87.00,65.00,82.00,

 17:49:07
Interval Count,0.00,0.00,0.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3022.00,63.00,2820.00,30.00,66.00,2069.00,54.00,2298.00,87.00,65.00,82.00,

 17:49:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3022.00,63.00,2820.00,30.00,66.00,2069.00,54.00,2298.00,87.00,65.00,82.00,

 17:50:07
Interval Count,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,
Total Counts,65.00,3022.00,63.00,2847.00,30.00,66.00,2069.00,54.00,2299.00,87.00,65.00,82.00,

 17:50:37
Interval Count,0.00,0.00,0.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,
Total Counts,65.00,3022.00,63.00,3075.00,30.00,66.00,2069.00,54.00,2299.00,87.00,65.00,85.00,

 17:51:07
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3022.00,63.00,3075.00,30.00,66.00,2069.00,54.00,2299.00,87.00,65.00,85.00,

 17:51:37
Interval Count,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3044.00,63.00,3075.00,30.00,66.00,2069.00,54.00,2299.00,87.00,65.00,85.00,

 17:52:07
Interval Count,0.00,78.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3122.00,64.00,3075.00,30.00,66.00,2069.00,54.00,2299.00,87.00,65.00,85.00,

 17:52:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3122.00,64.00,3075.00,30.00,66.00,2069.00,54.00,2299.00,87.00,65.00,85.00,

 17:53:07
Interval Count,0.00,58.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3180.00,64.00,3075.00,30.00,66.00,2169.00,54.00,2299.00,87.00,65.00,85.00,

 17:53:37
Interval Count,0.00,26.00,0.00,115.00,0.00,0.00,241.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3206.00,64.00,3190.00,30.00,66.00,2410.00,54.00,2299.00,87.00,65.00,85.00,

 17:54:07
Interval Count,0.00,0.00,0.00,148.00,0.00,0.00,177.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3206.00,64.00,3338.00,30.00,66.00,2587.00,54.00,2299.00,87.00,65.00,85.00,

 17:54:37
Interval Count,0.00,70.00,0.00,0.00,0.00,0.00,231.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3276.00,64.00,3338.00,30.00,66.00,2818.00,54.00,2299.00,87.00,65.00,85.00,

 17:55:07
Interval Count,0.00,27.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3303.00,64.00,3338.00,30.00,66.00,2828.00,54.00,2299.00,87.00,65.00,85.00,

 17:55:37
Interval Count,0.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3311.00,66.00,3338.00,30.00,66.00,2828.00,54.00,2299.00,87.00,65.00,85.00,

 17:56:08
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,65.00,3311.00,66.00,3338.00,30.00,66.00,2828.00,54.00,2299.00,87.00,65.00,85.00,

 17:56:38
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
