,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 10:27:39
,     Stop Time: ~1/4/2018 11:27:39


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di11_S, Di11_H, Di12_S, Di12_H, Vi13_S, Vi13_H, Vi14_H, Vi14_S, Ri11_H, Ri11_S, Ri12_H, Ri12_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,975.00,45.00,1613.00,66.00,0.00,0.00,21.00,2775.00,40.00,4330.00,116.00,619.00,

 10:54:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,975.00,45.00,1613.00,66.00,0.00,0.00,21.00,2775.00,40.00,4330.00,116.00,619.00,

 10:54:40
Interval Count,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1060.00,45.00,1613.00,66.00,0.00,0.00,21.00,2775.00,40.00,4330.00,116.00,619.00,

 10:55:10
Interval Count,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,
Total Counts,1060.00,45.00,1616.00,66.00,0.00,0.00,21.00,2775.00,40.00,4346.00,116.00,619.00,

 10:55:40
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,
Total Counts,1060.00,45.00,1616.00,66.00,0.00,0.00,21.00,2775.00,40.00,4391.00,116.00,619.00,

 10:56:10
Interval Count,64.00,0.00,85.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,67.00,
Total Counts,1124.00,45.00,1701.00,66.00,0.00,0.00,21.00,2776.00,40.00,4391.00,116.00,686.00,

 10:56:40
Interval Count,2.00,0.00,191.00,0.00,0.00,0.00,0.00,77.00,0.00,31.00,0.00,22.00,
Total Counts,1126.00,45.00,1892.00,66.00,0.00,0.00,21.00,2853.00,40.00,4422.00,116.00,708.00,

 10:57:10
Interval Count,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,0.00,0.00,
Total Counts,1126.00,45.00,1987.00,66.00,0.00,0.00,21.00,2853.00,40.00,4509.00,116.00,708.00,

 10:57:40
Interval Count,0.00,0.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,151.00,0.00,0.00,
