,Activity Wheel Software from Lafayette Instrument Company.,,,,,,,,,,,
,Version 10.2.2966.20953,,,,,,,,,,,
,Experiment Setup:,,,,,,,,,,,
,Connected Hardware:,,,,,,,,,,,
,,USB Interface REV 1 [1],,,,,,,,,,
,     Experiment Name: SaccharinPrefG4W3,,,,,,,,,,,
,     Experiment Length: 1 Hour,,,,,,,,,,,
,     Download Interval(Active Cycle): 30 Seconds,,,,,,,,,,,
,     Date Format: M/d/yyyy,,,,,,,,,,,
,     Time Format: H:mm:ss,,,,,,,,,,,
,     Start Time: 1/4/2006 18:37:32,,,,,,,,,,,
,     Stop Time: ~1/4/2006 19:37:32,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12
Counter/Animal ID, Dq7_H, Dq7_S, Dq8_H, Dq8_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , 
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat
,,,,,,,,,,,,
,,,,,,,,,,,,
 1/4/2006 18:37:33,,,,,,,,,,,,
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-
Total Counts,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
 18:38:02,,,,,,,,,,,,
Interval Count,0,2,5,0,0,0,52,0,0,0,0,0
Total Counts,0,2,5,0,0,0,52,0,0,0,0,0
,,,,,,,,,,,,
 18:38:32,,,,,,,,,,,,
Interval Count,2,0,0,3,0,0,72,0,0,0,0,0
Total Counts,2,2,5,3,0,0,124,0,0,0,0,0
,,,,,,,,,,,,
 18:39:03,,,,,,,,,,,,
Interval Count,0,0,0,0,10,0,4,0,0,0,0,0
Total Counts,2,2,5,3,10,0,128,0,0,0,0,0
,,,,,,,,,,,,
 18:39:33,,,,,,,,,,,,
Interval Count,0,1,1,0,3,0,1,2,0,0,0,0
Total Counts,2,3,6,3,13,0,129,2,0,0,0,0
,,,,,,,,,,,,
 18:40:03,,,,,,,,,,,,
Interval Count,0,0,4,0,207,0,147,0,0,0,0,0
Total Counts,2,3,10,3,220,0,276,2,0,0,0,0
,,,,,,,,,,,,
 18:40:33,,,,,,,,,,,,
Interval Count,0,54,0,0,59,0,148,0,0,0,0,0
Total Counts,2,57,10,3,279,0,424,2,0,0,0,0
,,,,,,,,,,,,
 18:41:03,,,,,,,,,,,,
Interval Count,0,66,0,0,0,166,124,0,0,0,0,0
Total Counts,2,123,10,3,279,166,548,2,0,0,0,0
,,,,,,,,,,,,
 18:41:33,,,,,,,,,,,,
Interval Count,0,48,0,0,0,211,152,0,0,0,0,0
Total Counts,2,171,10,3,279,377,700,2,0,0,0,0
,,,,,,,,,,,,
 18:42:03,,,,,,,,,,,,
Interval Count,0,0,0,71,0,141,32,1,0,0,0,0
Total Counts,2,171,10,74,279,518,732,3,0,0,0,0
,,,,,,,,,,,,
 18:42:33,,,,,,,,,,,,
Interval Count,0,107,0,153,1,5,0,0,0,0,0,0
Total Counts,2,278,10,227,280,523,732,3,0,0,0,0
,,,,,,,,,,,,
 18:43:03,,,,,,,,,,,,
Interval Count,4,28,0,164,0,0,122,0,0,0,0,0
Total Counts,6,306,10,391,280,523,854,3,0,0,0,0
,,,,,,,,,,,,
 18:43:33,,,,,,,,,,,,
Interval Count,0,0,5,53,0,0,48,1,0,0,0,0
Total Counts,6,306,15,444,280,523,902,4,0,0,0,0
,,,,,,,,,,,,
 18:44:03,,,,,,,,,,,,
Interval Count,1,84,1,1,0,17,181,0,0,0,0,0
Total Counts,7,390,16,445,280,540,1083,4,0,0,0,0
,,,,,,,,,,,,
 18:44:33,,,,,,,,,,,,
Interval Count,0,2,0,0,0,5,150,0,0,0,0,0
Total Counts,7,392,16,445,280,545,1233,4,0,0,0,0
,,,,,,,,,,,,
 18:45:03,,,,,,,,,,,,
Interval Count,0,0,0,0,5,0,55,0,0,0,0,0
Total Counts,7,392,16,445,285,545,1288,4,0,0,0,0
,,,,,,,,,,,,
 18:45:33,,,,,,,,,,,,
Interval Count,1,0,0,0,0,88,101,0,0,0,0,0
Total Counts,8,392,16,445,285,633,1389,4,0,0,0,0
,,,,,,,,,,,,
 18:46:03,,,,,,,,,,,,
Interval Count,0,55,0,28,0,179,34,0,0,0,0,0
