,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/1/2006 19:59:08
,     Stop Time: ~1/1/2006 20:59:08


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/1/2006 19:59:08
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 19:59:38
Interval Count,1.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,

 20:00:08
Interval Count,0.00,0.00,1.00,3.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,0.00,3.00,3.00,26.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,

 20:00:38
Interval Count,5.00,2.00,15.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,
Total Counts,6.00,2.00,18.00,3.00,26.00,3.00,5.00,3.00,0.00,0.00,0.00,0.00,

 20:01:08
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,6.00,2.00,18.00,3.00,26.00,3.00,16.00,3.00,0.00,0.00,0.00,0.00,

 20:01:38
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,6.00,2.00,18.00,3.00,26.00,3.00,16.00,3.00,0.00,0.00,0.00,0.00,

 20:02:08
Interval Count,15.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,21.00,2.00,20.00,7.00,26.00,3.00,16.00,3.00,0.00,0.00,0.00,0.00,

 20:02:38
Interval Count,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,
Total Counts,21.00,2.00,20.00,7.00,27.00,3.00,16.00,7.00,0.00,0.00,0.00,0.00,

 20:03:08
Interval Count,0.00,212.00,0.00,0.00,0.00,0.00,3.00,15.00,0.00,0.00,0.00,0.00,
Total Counts,21.00,214.00,20.00,7.00,27.00,3.00,19.00,22.00,0.00,0.00,0.00,0.00,

 20:03:38
Interval Count,0.00,199.00,25.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,21.00,413.00,45.00,9.00,27.00,3.00,19.00,22.00,0.00,0.00,0.00,0.00,

 20:04:08
Interval Count,12.00,32.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,
Total Counts,33.00,445.00,45.00,9.00,27.00,3.00,19.00,23.00,0.00,0.00,0.00,0.00,

 20:04:38
Interval Count,0.00,0.00,19.00,0.00,0.00,16.00,2.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,33.00,445.00,64.00,9.00,27.00,19.00,21.00,23.00,0.00,0.00,0.00,0.00,

 20:05:08
Interval Count,10.00,1.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,43.00,446.00,64.00,9.00,34.00,19.00,21.00,23.00,0.00,0.00,0.00,0.00,

 20:05:38
Interval Count,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,44.00,446.00,66.00,9.00,34.00,19.00,22.00,23.00,0.00,0.00,0.00,0.00,

 20:06:08
Interval Count,5.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,49.00,446.00,68.00,10.00,34.00,19.00,22.00,23.00,0.00,0.00,0.00,0.00,

 20:06:38
Interval Count,0.00,182.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,
Total Counts,49.00,628.00,68.00,15.00,34.00,19.00,22.00,24.00,0.00,0.00,0.00,0.00,

 20:07:08
Interval Count,0.00,0.00,1.00,1.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,
Total Counts,49.00,628.00,69.00,16.00,34.00,19.00,22.00,39.00,0.00,0.00,0.00,0.00,

 20:07:38
Interval Count,41.00,0.00,0.00,22.00,1.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,90.00,628.00,69.00,38.00,35.00,19.00,93.00,39.00,0.00,0.00,0.00,0.00,

 20:08:08
Interval Count,72.00,0.00,0.00,0.00,190.00,0.00,195.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,162.00,628.00,69.00,38.00,225.00,19.00,288.00,39.00,0.00,0.00,0.00,0.00,

 20:08:38
Interval Count,79.00,0.00,1.00,1.00,240.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,241.00,628.00,70.00,39.00,465.00,19.00,384.00,39.00,0.00,0.00,0.00,0.00,

 20:09:08
Interval Count,110.00,215.00,0.00,0.00,233.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,
Total Counts,351.00,843.00,70.00,39.00,698.00,19.00,384.00,43.00,0.00,0.00,0.00,0.00,

 20:09:38
Interval Count,0.00,131.00,0.00,0.00,1.00,0.00,38.00,6.00,0.00,0.00,0.00,0.00,
