,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/7/2006 21:07:57
,     Stop Time: ~1/7/2006 22:07:57


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9482.00,144.00,2208.00,44.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:35:58
Interval Count,0.00,0.00,0.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9482.00,144.00,2330.00,44.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:36:28
Interval Count,0.00,0.00,0.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9482.00,144.00,2432.00,44.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:36:58
Interval Count,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9501.00,144.00,2432.00,44.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:37:28
Interval Count,0.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9741.00,144.00,2432.00,44.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:37:58
Interval Count,0.00,53.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,144.00,2432.00,45.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:38:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,144.00,2432.00,45.00,2568.00,4765.00,38.00,0.00,0.00,0.00,0.00,

 21:38:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,144.00,2432.00,45.00,2568.00,4781.00,38.00,0.00,0.00,0.00,0.00,

 21:39:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,144.00,2432.00,45.00,2568.00,4781.00,38.00,0.00,0.00,0.00,0.00,

 21:39:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,144.00,2432.00,45.00,2568.00,4781.00,38.00,0.00,0.00,0.00,0.00,

 21:40:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,144.00,2432.00,45.00,2568.00,4781.00,38.00,0.00,0.00,0.00,0.00,

 21:40:58
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,145.00,2432.00,45.00,2568.00,4781.00,38.00,0.00,0.00,0.00,0.00,

 21:41:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,145.00,2432.00,45.00,2568.00,4781.00,38.00,0.00,0.00,0.00,0.00,

 21:41:59
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,145.00,2432.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:42:29
Interval Count,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,145.00,2446.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:42:59
Interval Count,0.00,0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2456.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:43:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2456.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:43:59
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2457.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:44:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2457.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:44:59
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
