,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W4
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/18/2017 13:50:05
,     Stop Time: ~10/18/2017 14:50:05


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, , , , , Vi11_S, Vi11_H, Vi12_S, Vi12_H, Di9_S, Di9_H, Di10_S, Di10_H,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 10/18/2017 13:50:05
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,

 13:50:35
Interval Count,0.00,0.00,0.00,0.00,241.00,0.00,0.00,0.00,4.00,5.00,240.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,245.00,0.00,0.00,0.00,4.00,5.00,242.00,0.00,

 13:51:05
Interval Count,0.00,0.00,0.00,0.00,240.00,0.00,0.00,0.00,76.00,0.00,241.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,485.00,0.00,0.00,0.00,80.00,5.00,483.00,0.00,

 13:51:35
Interval Count,0.00,0.00,0.00,0.00,168.00,0.00,0.00,0.00,30.00,0.00,133.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,653.00,0.00,0.00,0.00,110.00,5.00,616.00,0.00,

 13:52:05
Interval Count,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,102.00,0.00,188.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,661.00,0.00,0.00,0.00,212.00,5.00,804.00,0.00,

 13:52:35
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,158.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,661.00,0.00,0.00,0.00,212.00,8.00,962.00,0.00,

 13:53:05
