,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/9/2006 19:58:57
,     Stop Time: ~1/9/2006 20:58:57


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Interval Count,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:18:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:19:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:19:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:20:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:20:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:21:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:21:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:22:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:22:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:23:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:23:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:24:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:24:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:25:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:25:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:26:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,719.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:26:58
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:27:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:27:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:28:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:28:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:29:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:29:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:30:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:30:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:31:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:31:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,101.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:32:28
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:32:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:33:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:33:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:34:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:34:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:35:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:35:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:36:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:36:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:37:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,329.00,245.00,102.00,720.00,144.00,647.00,832.00,116.00,0.00,0.00,0.00,0.00,

 20:37:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
