,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 13:07:42
,     Stop Time: ~1/4/2018 14:07:42


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di15_S, Di15_H, Di16_S, Di16_H, Vi17_S, Vi17_H, Vi18_H, Vi18_S, Ri15_H, Ri15_S, Ri16_H, Ri16_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/4/2018 13:07:42
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 13:08:12
Interval Count,0.00,1.00,12.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,1.00,12.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,

 13:08:42
Interval Count,4.00,2.00,14.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,4.00,3.00,26.00,0.00,3.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,

 13:09:12
Interval Count,17.00,5.00,100.00,0.00,26.00,0.00,0.00,33.00,0.00,3.00,1.00,1.00,
Total Counts,21.00,8.00,126.00,0.00,29.00,4.00,1.00,33.00,0.00,3.00,1.00,1.00,

 13:09:42
Interval Count,7.00,0.00,58.00,2.00,0.00,1.00,0.00,2.00,6.00,0.00,1.00,0.00,
Total Counts,28.00,8.00,184.00,2.00,29.00,5.00,1.00,35.00,6.00,3.00,2.00,1.00,

 13:10:12
Interval Count,104.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,132.00,9.00,184.00,2.00,29.00,5.00,1.00,35.00,6.00,3.00,2.00,1.00,

 13:10:42
Interval Count,83.00,2.00,94.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,215.00,11.00,278.00,3.00,33.00,5.00,1.00,35.00,6.00,3.00,2.00,1.00,

 13:11:12
Interval Count,140.00,0.00,88.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
Total Counts,355.00,11.00,366.00,3.00,77.00,5.00,1.00,35.00,6.00,3.00,2.00,3.00,

 13:11:42
Interval Count,0.00,2.00,164.00,0.00,24.00,1.00,0.00,41.00,0.00,0.00,0.00,0.00,
Total Counts,355.00,13.00,530.00,3.00,101.00,6.00,1.00,76.00,6.00,3.00,2.00,3.00,

 13:12:12
Interval Count,0.00,0.00,129.00,0.00,2.00,18.00,4.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,355.00,13.00,659.00,3.00,103.00,24.00,5.00,76.00,6.00,3.00,2.00,3.00,

 13:12:42
Interval Count,93.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,
Total Counts,448.00,13.00,711.00,3.00,103.00,24.00,5.00,76.00,6.00,6.00,2.00,3.00,

 13:13:12
Interval Count,0.00,0.00,186.00,0.00,66.00,0.00,0.00,48.00,0.00,0.00,0.00,142.00,
Total Counts,448.00,13.00,897.00,3.00,169.00,24.00,5.00,124.00,6.00,6.00,2.00,145.00,

 13:13:42
Interval Count,0.00,0.00,165.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,193.00,
Total Counts,448.00,13.00,1062.00,3.00,169.00,24.00,5.00,148.00,6.00,6.00,2.00,338.00,

 13:14:12
Interval Count,6.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,187.00,
Total Counts,454.00,13.00,1077.00,3.00,169.00,24.00,5.00,148.00,8.00,6.00,2.00,525.00,

 13:14:42
Interval Count,211.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,1.00,0.00,176.00,
Total Counts,665.00,13.00,1077.00,3.00,234.00,24.00,5.00,148.00,8.00,7.00,2.00,701.00,

 13:15:12
Interval Count,63.00,0.00,143.00,0.00,0.00,0.00,3.00,36.00,0.00,0.00,0.00,194.00,
Total Counts,728.00,13.00,1220.00,3.00,234.00,24.00,8.00,184.00,8.00,7.00,2.00,895.00,

 13:15:42
Interval Count,0.00,0.00,208.00,0.00,10.00,1.00,0.00,0.00,0.00,54.00,0.00,51.00,
Total Counts,728.00,13.00,1428.00,3.00,244.00,25.00,8.00,184.00,8.00,61.00,2.00,946.00,

 13:16:12
Interval Count,1.00,1.00,134.00,0.00,0.00,0.00,0.00,54.00,3.00,102.00,0.00,0.00,
Total Counts,729.00,14.00,1562.00,3.00,244.00,25.00,8.00,238.00,11.00,163.00,2.00,946.00,

 13:16:42
Interval Count,0.00,1.00,202.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,
Total Counts,729.00,15.00,1764.00,3.00,244.00,25.00,8.00,238.00,13.00,163.00,2.00,946.00,

 13:17:12
Interval Count,0.00,0.00,105.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,
Total Counts,729.00,15.00,1869.00,3.00,244.00,25.00,8.00,271.00,13.00,163.00,2.00,946.00,

 13:17:42
Interval Count,229.00,0.00,58.00,0.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,958.00,15.00,1927.00,3.00,345.00,25.00,8.00,271.00,13.00,163.00,2.00,946.00,

 13:18:12
Interval Count,26.00,0.00,66.00,0.00,54.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,
Total Counts,984.00,15.00,1993.00,3.00,399.00,25.00,8.00,271.00,13.00,183.00,2.00,946.00,

 13:18:42
