,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/17/2017 13:21:19
,     Stop Time: ~10/17/2017 14:21:19


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Ri9_H, Ri9_S, Ri10_H, Ri10_S, Vi9_H, Vi9_S, Vi10_H, Vi10_S, Di7_H, Di7_S, Di8_H, Di8_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 10/17/2017 13:21:19
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,

 13:21:49
Interval Count,2.00,4.00,0.00,0.00,0.00,93.00,1.00,0.00,0.00,0.00,0.00,5.00,
Total Counts,2.00,4.00,0.00,0.00,0.00,93.00,1.00,0.00,0.00,0.00,0.00,5.00,

 13:22:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,1.00,
Total Counts,2.00,4.00,0.00,0.00,0.00,93.00,21.00,0.00,0.00,0.00,0.00,6.00,

 13:22:49
Interval Count,1.00,87.00,14.00,1.00,0.00,90.00,1.00,9.00,5.00,2.00,8.00,1.00,
Total Counts,3.00,91.00,14.00,1.00,0.00,183.00,22.00,9.00,5.00,2.00,8.00,7.00,

 13:23:19
Interval Count,0.00,64.00,0.00,141.00,0.00,89.00,0.00,0.00,0.00,3.00,0.00,31.00,
Total Counts,3.00,155.00,14.00,142.00,0.00,272.00,22.00,9.00,5.00,5.00,8.00,38.00,

 13:23:49
Interval Count,0.00,54.00,0.00,158.00,11.00,0.00,1.00,2.00,29.00,1.00,0.00,39.00,
Total Counts,3.00,209.00,14.00,300.00,11.00,272.00,23.00,11.00,34.00,6.00,8.00,77.00,

 13:24:19
