,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/2/2018 12:47:51
,     Stop Time: ~1/2/2018 13:47:51


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di15_S, Di15_H, Di16_S, Di16_H, Vi17_S, Vi17_H, Vi18_H, Vi18_S, Ri15_H, Ri15_S, Ri16_H, Ri16_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,2574.00,158.00,2800.00,31.00,1578.00,67.00,77.00,1005.00,17.00,367.00,17.00,71.00,

 13:21:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
Total Counts,2574.00,158.00,2800.00,31.00,1578.00,67.00,77.00,1005.00,19.00,368.00,17.00,71.00,

 13:22:22
Interval Count,126.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2700.00,158.00,2800.00,31.00,1578.00,67.00,78.00,1005.00,19.00,368.00,17.00,71.00,

 13:22:52
Interval Count,51.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2751.00,158.00,2800.00,31.00,1588.00,67.00,78.00,1005.00,19.00,368.00,17.00,71.00,

 13:23:22
Interval Count,0.00,0.00,0.00,0.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2751.00,158.00,2800.00,31.00,1693.00,67.00,78.00,1005.00,19.00,368.00,17.00,71.00,

 13:23:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2751.00,158.00,2800.00,31.00,1693.00,67.00,78.00,1005.00,19.00,368.00,17.00,71.00,

 13:24:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2751.00,158.00,2800.00,31.00,1693.00,67.00,78.00,1005.00,19.00,368.00,17.00,71.00,

 13:24:52
Interval Count,14.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2765.00,158.00,2800.00,31.00,1693.00,72.00,78.00,1005.00,19.00,368.00,17.00,71.00,

 13:25:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.00,
Total Counts,2765.00,158.00,2800.00,31.00,1693.00,72.00,78.00,1005.00,19.00,368.00,17.00,197.00,

 13:25:52
Interval Count,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,177.00,
Total Counts,2765.00,159.00,2800.00,31.00,1694.00,72.00,78.00,1005.00,19.00,368.00,17.00,374.00,

 13:26:22
Interval Count,0.00,1.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,180.00,
Total Counts,2765.00,160.00,2800.00,35.00,1694.00,73.00,78.00,1005.00,19.00,368.00,17.00,554.00,

 13:26:52
Interval Count,181.00,0.00,0.00,59.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,166.00,
Total Counts,2946.00,160.00,2800.00,94.00,1698.00,74.00,78.00,1005.00,19.00,368.00,17.00,720.00,

 13:27:22
Interval Count,51.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,142.00,
Total Counts,2997.00,160.00,2800.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,862.00,

 13:27:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,
Total Counts,2997.00,160.00,2800.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,910.00,

 13:28:22
Interval Count,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,
Total Counts,2997.00,161.00,2800.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,915.00,

 13:28:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,161.00,2800.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,915.00,

 13:29:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,161.00,2800.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,915.00,

 13:29:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,161.00,2800.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,915.00,

 13:30:22
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,
Total Counts,2997.00,161.00,2801.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:30:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,161.00,2801.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:31:22
Interval Count,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,162.00,2801.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:31:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,162.00,2801.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:32:22
Interval Count,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2997.00,163.00,2801.00,94.00,1698.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:32:52
Interval Count,1.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2998.00,163.00,2801.00,94.00,1708.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:33:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2998.00,163.00,2801.00,94.00,1708.00,74.00,82.00,1005.00,19.00,368.00,17.00,976.00,

 13:33:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,2998.00,163.00,2801.00,94.00,1708.00,74.00,83.00,1005.00,19.00,368.00,17.00,976.00,

 13:34:22
Interval Count,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,
Total Counts,2998.00,163.00,2801.00,94.00,1709.00,74.00,83.00,1006.00,19.00,368.00,17.00,976.00,

 13:34:52
Interval Count,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3039.00,163.00,2801.00,94.00,1709.00,74.00,83.00,1006.00,19.00,368.00,17.00,976.00,

 13:35:22
Interval Count,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3117.00,163.00,2801.00,94.00,1709.00,74.00,83.00,1006.00,19.00,368.00,17.00,976.00,

 13:35:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3117.00,163.00,2801.00,94.00,1709.00,74.00,83.00,1006.00,19.00,368.00,17.00,976.00,

 13:36:22
Interval Count,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3117.00,166.00,2801.00,94.00,1709.00,74.00,83.00,1006.00,19.00,368.00,17.00,976.00,

 13:36:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,
Total Counts,3117.00,166.00,2801.00,94.00,1709.00,74.00,83.00,1013.00,19.00,368.00,17.00,976.00,

 13:37:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3117.00,166.00,2801.00,94.00,1709.00,74.00,83.00,1013.00,19.00,368.00,17.00,976.00,

 13:37:52
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,3117.00,166.00,2801.00,94.00,1709.00,74.00,83.00,1013.00,19.00,368.00,17.00,976.00,

 13:38:22
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
