,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W2
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 11:53:24
,     Stop Time: ~1/4/2018 12:53:24


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di13_S, Di13_H, Di14_S, Di14_H, Vi15_S, Vi15_H, Vi16_H, Vi16_S, Ri13_H, Ri13_S, Ri14_H, Ri14_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 1/4/2018 11:53:24
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-,
Total Counts,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,

 11:53:54
Interval Count,29.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,1.00,2.00,0.00,25.00,
Total Counts,29.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,1.00,2.00,0.00,26.00,

 11:54:24
Interval Count,17.00,0.00,0.00,0.00,59.00,0.00,2.00,2.00,0.00,0.00,0.00,38.00,
Total Counts,46.00,0.00,1.00,0.00,59.00,7.00,2.00,2.00,1.00,2.00,0.00,64.00,

 11:54:54
Interval Count,106.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,38.00,
Total Counts,152.00,4.00,1.00,0.00,59.00,7.00,2.00,2.00,1.00,2.00,5.00,102.00,

 11:55:24
Interval Count,26.00,0.00,78.00,1.00,79.00,12.00,0.00,0.00,0.00,0.00,0.00,40.00,
Total Counts,178.00,4.00,79.00,1.00,138.00,19.00,2.00,2.00,1.00,2.00,5.00,142.00,

 11:55:54
Interval Count,95.00,4.00,26.00,0.00,130.00,0.00,0.00,1.00,1.00,115.00,0.00,52.00,
Total Counts,273.00,8.00,105.00,1.00,268.00,19.00,2.00,3.00,2.00,117.00,5.00,194.00,

 11:56:24
Interval Count,44.00,0.00,81.00,0.00,81.00,3.00,0.00,0.00,6.00,241.00,2.00,42.00,
Total Counts,317.00,8.00,186.00,1.00,349.00,22.00,2.00,3.00,8.00,358.00,7.00,236.00,

 11:56:54
Interval Count,122.00,0.00,2.00,0.00,24.00,3.00,0.00,3.00,0.00,241.00,0.00,87.00,
Total Counts,439.00,8.00,188.00,1.00,373.00,25.00,2.00,6.00,8.00,599.00,7.00,323.00,

 11:57:24
Interval Count,146.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,239.00,0.00,0.00,
Total Counts,585.00,8.00,238.00,1.00,373.00,25.00,2.00,6.00,8.00,838.00,7.00,323.00,

 11:57:54
Interval Count,84.00,0.00,0.00,0.00,136.00,0.00,0.00,0.00,1.00,240.00,0.00,65.00,
Total Counts,669.00,8.00,238.00,1.00,509.00,25.00,2.00,6.00,9.00,1078.00,7.00,388.00,

 11:58:24
Interval Count,35.00,0.00,2.00,0.00,81.00,18.00,0.00,0.00,0.00,240.00,0.00,91.00,
Total Counts,704.00,8.00,240.00,1.00,590.00,43.00,2.00,6.00,9.00,1318.00,7.00,479.00,

 11:58:54
Interval Count,67.00,6.00,0.00,0.00,149.00,0.00,0.00,25.00,2.00,241.00,0.00,0.00,
Total Counts,771.00,14.00,240.00,1.00,739.00,43.00,2.00,31.00,11.00,1559.00,7.00,479.00,

 11:59:24
Interval Count,59.00,4.00,0.00,0.00,138.00,0.00,0.00,0.00,0.00,240.00,0.00,0.00,
Total Counts,830.00,18.00,240.00,1.00,877.00,43.00,2.00,31.00,11.00,1799.00,7.00,479.00,

 11:59:54
Interval Count,13.00,0.00,18.00,0.00,29.00,0.00,0.00,0.00,0.00,239.00,11.00,49.00,
Total Counts,843.00,18.00,258.00,1.00,906.00,43.00,2.00,31.00,11.00,2038.00,18.00,528.00,

 12:00:24
Interval Count,49.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,241.00,3.00,90.00,
Total Counts,892.00,18.00,258.00,1.00,906.00,43.00,2.00,32.00,11.00,2279.00,21.00,618.00,

 12:00:54
Interval Count,108.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,2.00,241.00,0.00,55.00,
Total Counts,1000.00,18.00,258.00,1.00,926.00,43.00,2.00,32.00,13.00,2520.00,21.00,673.00,

 12:01:24
Interval Count,16.00,0.00,0.00,0.00,130.00,0.00,10.00,0.00,0.00,240.00,0.00,64.00,
