,Activity Wheel Software from Lafayette Instrument Company.,,,,,,,,,,,
,Version 10.2.2966.20953,,,,,,,,,,,
,Experiment Setup:,,,,,,,,,,,
,Connected Hardware:,,,,,,,,,,,
,,USB Interface REV 1 [1],,,,,,,,,,
,     Experiment Name: SaccharinPrefG2W3,,,,,,,,,,,
,     Experiment Length: 1 Hour,,,,,,,,,,,
,     Download Interval(Active Cycle): 30 Seconds,,,,,,,,,,,
,     Date Format: M/d/yyyy,,,,,,,,,,,
,     Time Format: H:mm:ss,,,,,,,,,,,
,     Start Time: 10/18/2017 12:38:08,,,,,,,,,,,
,     Stop Time: ~10/18/2017 13:38:08,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12
Counter/Animal ID, Ri9_H, Ri9_S, Ri10_H, Ri10_S, Vi9_H, Vi9_S, Vi10_H, Vi10_S, Di7_H, Di7_S, Di8_H, Di8_S
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat
,,,,,,,,,,,,
,,,,,,,,,,,,
 10/18/2017 12:38:08,,,,,,,,,,,,
Interval Count,-,-,-,-,-,-,-,-,-,-,-,-
Total Counts,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
 12:38:38,,,,,,,,,,,,
Interval Count,0,69,0,0,0,0,2,2,0,0,1,1
Total Counts,0,69,0,0,0,0,2,2,0,0,1,1
,,,,,,,,,,,,
 12:39:08,,,,,,,,,,,,
Interval Count,0,41,0,0,1,3,20,6,0,1,0,2
Total Counts,0,110,0,0,1,3,22,8,0,1,1,3
,,,,,,,,,,,,
 12:39:38,,,,,,,,,,,,
Interval Count,0,33,2,1,0,0,1,87,1,0,0,5
Total Counts,0,143,2,1,1,3,23,95,1,1,1,8
,,,,,,,,,,,,
 12:40:08,,,,,,,,,,,,
Interval Count,1,106,0,0,0,99,6,7,0,0,0,0
Total Counts,1,249,2,1,1,102,29,102,1,1,1,8
,,,,,,,,,,,,
 12:40:38,,,,,,,,,,,,
Interval Count,2,47,0,134,1,92,0,4,0,0,0,66
Total Counts,3,296,2,135,2,194,29,106,1,1,1,74
,,,,,,,,,,,,
 12:41:08,,,,,,,,,,,,
Interval Count,0,21,1,44,0,0,2,0,0,0,1,1
Total Counts,3,317,3,179,2,194,31,106,1,1,2,75
,,,,,,,,,,,,
 12:41:38,,,,,,,,,,,,
Interval Count,28,69,0,0,0,11,13,7,0,2,1,122
Total Counts,31,386,3,179,2,205,44,113,1,3,3,197
,,,,,,,,,,,,
 12:42:08,,,,,,,,,,,,
Interval Count,9,55,0,98,0,0,7,0,0,11,1,0
Total Counts,40,441,3,277,2,205,51,113,1,14,4,197
,,,,,,,,,,,,
 12:42:38,,,,,,,,,,,,
Interval Count,0,191,0,183,11,1,0,0,4,0,0,63
Total Counts,40,632,3,460,13,206,51,113,5,14,4,260
,,,,,,,,,,,,
 12:43:08,,,,,,,,,,,,
Interval Count,0,85,0,169,2,0,0,1,35,0,13,69
Total Counts,40,717,3,629,15,206,51,114,40,14,17,329
,,,,,,,,,,,,
 12:43:38,,,,,,,,,,,,
Interval Count,0,139,0,150,0,88,0,0,1,0,0,74
Total Counts,40,856,3,779,15,294,51,114,41,14,17,403
,,,,,,,,,,,,
 12:44:08,,,,,,,,,,,,
Interval Count,0,161,0,0,0,45,1,4,0,0,2,62
Total Counts,40,1017,3,779,15,339,52,118,41,14,19,465
,,,,,,,,,,,,
 12:44:38,,,,,,,,,,,,
Interval Count,0,54,0,135,0,1,0,3,0,0,0,129
Total Counts,40,1071,3,914,15,340,52,121,41,14,19,594
,,,,,,,,,,,,
 12:45:08,,,,,,,,,,,,
Interval Count,0,40,0,64,0,128,0,15,0,10,2,30
Total Counts,40,1111,3,978,15,468,52,136,41,24,21,624
,,,,,,,,,,,,
 12:45:38,,,,,,,,,,,,
Interval Count,0,100,0,0,0,76,0,188,0,6,0,74
Total Counts,40,1211,3,978,15,544,52,324,41,30,21,698
,,,,,,,,,,,,
 12:46:08,,,,,,,,,,,,
Interval Count,0,185,0,0,0,4,0,195,0,0,0,138
Total Counts,40,1396,3,978,15,548,52,519,41,30,21,836
,,,,,,,,,,,,
 12:46:38,,,,,,,,,,,,
